ts,sym,decision_epoch,digit,sigma,ctype,barrier,model_p,model_ev,rtt_ms,cid,status,pnl,exit_lag_s
16:29:51,JD100,1781713629,,3.399,DIGITOVER,5,0.4589,0.1137,164,2455738899,lost,-0.35,1
16:29:53,JD100,1781713630,,3.404,DIGITMATCH,4,0.1200,0.0715,188,2455740099,lost,-0.35,1
16:29:55,JD100,1781713631,,3.402,DIGITUNDER,5,0.5524,0.0789,426,2455743479,won,0.31,1
16:29:57,JD100,1781713632,,3.401,DIGITUNDER,5,0.5525,0.0791,300,2455745659,won,0.31,1
16:30:00,JD100,1781713633,,3.401,DIGITUNDER,2,0.2363,0.1148,148,2455747659,lost,-0.35,1
16:30:02,JD100,1781713634,,3.400,DIGITUNDER,4,0.4588,0.1136,185,2455748759,won,0.48,1
16:30:04,JD100,1781713635,,3.398,DIGITUNDER,3,0.3527,0.1305,177,2455750079,won,0.75,1
16:30:06,JD100,1781713636,,3.397,DIGITUNDER,4,0.4590,0.1141,150,2455751579,won,0.48,1
16:30:08,JD100,1781713637,,3.406,DIGITUNDER,3,0.3522,0.1288,141,2455752979,lost,-0.35,1
16:30:10,JD100,1781713638,,3.411,DIGITMATCH,4,0.1198,0.0699,180,2455753919,won,2.78,1
16:30:12,JD100,1781713639,,3.409,DIGITMATCH,4,0.1199,0.0702,200,2455755439,lost,-0.35,1
16:30:14,JD100,1781713640,,3.409,DIGITUNDER,3,0.3520,0.1282,257,2455756239,lost,-0.35,1
16:30:16,JD100,1781713641,,3.415,DIGITOVER,7,0.2356,0.1114,158,2455758019,lost,-0.35,1
16:30:18,JD100,1781713642,,3.418,DIGITUNDER,5,0.5513,0.0767,282,2455761559,won,0.31,1
16:30:21,JD100,1781713643,,3.417,DIGITUNDER,4,0.4575,0.1103,160,2455762919,won,0.48,1
16:30:23,JD100,1781713644,,3.416,DIGITUNDER,4,0.4576,0.1106,192,2455763899,won,0.48,1
16:30:25,JD100,1781713645,,3.414,DIGITUNDER,4,0.4577,0.1108,165,2455765179,lost,-0.35,1
16:30:27,JD100,1781713646,,3.414,DIGITMATCH,5,0.1197,0.0691,177,2455766139,lost,-0.35,1
16:30:29,JD100,1781713647,,3.413,DIGITUNDER,4,0.4577,0.1110,166,2455767539,won,0.48,1
16:30:31,JD100,1781713648,,3.412,DIGITUNDER,4,0.4579,0.1112,183,2455769599,won,0.48,1
16:30:33,JD100,1781713649,,3.411,DIGITUNDER,4,0.4580,0.1115,152,2455771719,lost,-0.35,1
16:30:35,JD100,1781713650,,3.412,DIGITOVER,5,0.4578,0.1112,174,2455772839,won,0.48,1
16:30:37,JD100,1781713651,,3.411,DIGITOVER,4,0.5518,0.0777,164,2455774339,won,0.31,1
16:30:39,JD100,1781713652,,3.410,DIGITMATCH,5,0.1198,0.0701,166,2455775379,won,2.78,1
16:30:41,JD100,1781713653,,3.408,DIGITMATCH,5,0.1199,0.0705,205,2455776579,lost,-0.35,1
16:30:43,JD100,1781713654,,3.407,DIGITOVER,4,0.5521,0.0783,176,2455777719,won,0.31,1
16:30:45,JD100,1781713655,,3.405,DIGITMATCH,5,0.1200,0.0711,153,2455779019,lost,-0.35,1
16:30:47,JD100,1781713656,,3.404,DIGITMATCH,4,0.1200,0.0714,159,2455780039,won,2.78,1
16:30:49,JD100,1781713657,,3.403,DIGITMATCH,4,0.1200,0.0718,140,2455781479,lost,-0.35,1
16:30:51,JD100,1781713658,,3.406,DIGITUNDER,2,0.2361,0.1136,153,2455782539,won,1.3,1
16:30:54,JD100,1781713659,,3.404,DIGITUNDER,2,0.2361,0.1139,160,2455783999,lost,-0.35,1
16:30:56,JD100,1781713660,,3.403,DIGITUNDER,4,0.4585,0.1129,175,2455785079,won,0.48,1
16:30:58,JD100,1781713661,,3.402,DIGITUNDER,5,0.5524,0.0789,192,2455786499,lost,-0.35,1
16:31:00,JD100,1781713662,,3.402,DIGITOVER,4,0.5525,0.0790,168,2455787699,won,0.31,1
16:31:02,JD100,1781713663,,3.400,DIGITOVER,4,0.5526,0.0792,246,2455789159,won,0.31,1
16:31:04,JD100,1781713664,,3.399,DIGITMATCH,5,0.1201,0.0727,158,2455790019,lost,-0.35,1
16:31:06,JD100,1781713665,,3.398,DIGITUNDER,5,0.5527,0.0795,269,2455791499,won,0.31,1
16:31:08,JD100,1781713666,,3.397,DIGITUNDER,3,0.3528,0.1308,209,2455792719,lost,-0.35,1
16:31:10,JD100,1781713667,,3.396,DIGITUNDER,5,0.5529,0.0797,198,2455794239,won,0.31,1
16:31:12,JD100,1781713668,,3.395,DIGITUNDER,5,0.5530,0.0799,168,2455795219,won,0.31,1
16:31:14,JD100,1781713669,,3.393,DIGITMATCH,4,0.1203,0.0740,161,2455796459,lost,-0.35,1
16:31:16,JD100,1781713670,,3.393,DIGITOVER,5,0.4593,0.1148,271,2455797879,won,0.48,1
16:31:18,JD100,1781713671,,3.392,DIGITOVER,5,0.4595,0.1151,138,2455799319,won,0.48,1
16:31:20,JD100,1781713672,,3.391,DIGITOVER,7,0.2368,0.1170,145,2455800319,won,1.3,1
16:31:23,JD100,1781713673,,3.389,DIGITOVER,7,0.2369,0.1174,168,2455801659,lost,-0.35,1
16:31:25,JD100,1781713674,,3.390,DIGITMATCH,5,0.1204,0.0749,943,2455804359,won,2.78,2
16:31:27,JD100,1781713675,,3.393,DIGITOVER,7,0.2367,0.1165,151,2455804419,lost,-0.35,1
16:31:29,JD100,1781713676,,3.394,DIGITMATCH,5,0.1203,0.0740,187,2455805419,won,2.78,1
16:31:31,JD100,1781713677,,3.392,DIGITMATCH,5,0.1203,0.0743,156,2455807139,lost,-0.35,1
16:31:33,JD100,1781713678,,3.391,DIGITMATCH,4,0.1204,0.0747,177,2455808759,lost,-0.35,1
16:31:35,JD100,1781713679,,3.390,DIGITUNDER,5,0.5533,0.0806,142,2455809899,won,0.31,1
16:31:37,JD100,1781713681,,3.387,DIGITUNDER,4,0.4598,0.1160,155,2455812979,lost,-0.35,1
16:31:39,JD100,1781713682,,3.388,DIGITOVER,4,0.5534,0.0809,935,2455815159,won,0.31,2
16:31:41,JD100,1781713684,,3.386,DIGITOVER,5,0.4599,0.1163,192,2455816559,lost,-0.35,1
16:31:43,JD100,1781713685,,3.385,DIGITUNDER,2,0.2371,0.1183,205,2455817839,lost,-0.35,1
16:31:45,JD100,1781713686,,3.384,DIGITOVER,6,0.3537,0.1337,181,2455819399,lost,-0.35,1
16:31:47,JD100,1781713687,,3.385,DIGITMATCH,4,0.1205,0.0761,225,2455821159,lost,-0.35,1
16:31:49,JD100,1781713688,,3.384,DIGITOVER,4,0.5537,0.0814,188,2455822099,won,0.31,1
16:31:51,JD100,1781713689,,3.383,DIGITOVER,5,0.4602,0.1168,164,2455823419,won,0.48,1
16:31:53,JD100,1781713690,,3.382,DIGITOVER,7,0.2373,0.1191,162,2455824579,won,1.3,1
16:31:55,JD100,1781713691,,3.381,DIGITOVER,6,0.3540,0.1346,170,2455826319,lost,-0.35,1
16:31:57,JD100,1781713692,,3.382,DIGITUNDER,5,0.5538,0.0817,175,2455827399,lost,-0.35,1
16:32:00,JD100,1781713693,,3.385,DIGITOVER,7,0.2371,0.1183,137,2455828759,lost,-0.35,1
16:32:02,JD100,1781713694,,3.384,DIGITUNDER,2,0.2371,0.1186,176,2455829919,won,1.3,1
16:32:04,JD100,1781713695,,3.383,DIGITUNDER,3,0.3538,0.1341,179,2455831159,won,0.75,1
16:32:06,JD100,1781713696,,3.381,DIGITUNDER,3,0.3539,0.1344,162,2455832439,lost,-0.35,1
16:32:08,JD100,1781713697,,3.380,DIGITOVER,7,0.2373,0.1195,179,2455833739,lost,-0.35,1
16:32:10,JD100,1781713698,,3.380,DIGITOVER,5,0.4604,0.1175,142,2455835039,won,0.48,1
16:32:12,JD100,1781713699,,3.378,DIGITOVER,6,0.3542,0.1351,160,2455836599,lost,-0.35,1
16:32:14,JD100,1781713700,,3.381,DIGITUNDER,4,0.4603,0.1172,225,2455837779,won,0.48,1
16:32:16,JD100,1781713701,,3.390,DIGITUNDER,5,0.5533,0.0806,143,2455838999,won,0.31,1
16:32:18,JD100,1781713702,,3.389,DIGITUNDER,2,0.2369,0.1174,205,2455840419,lost,-0.35,1
16:32:20,JD100,1781713703,,3.391,DIGITMATCH,5,0.1204,0.0746,167,2455842139,lost,-0.35,1
16:32:22,JD100,1781713704,,3.390,DIGITMATCH,4,0.1204,0.0749,193,2455843439,won,2.78,1
16:32:24,JD100,1781713705,,3.388,DIGITMATCH,4,0.1204,0.0753,179,2455844959,lost,-0.35,1
16:32:26,JD100,1781713706,,3.388,DIGITUNDER,3,0.3535,0.1329,176,2455846599,won,0.75,1
16:32:28,JD100,1781713707,,3.387,DIGITUNDER,2,0.2370,0.1180,134,2455847859,lost,-0.35,1
16:32:30,JD100,1781713708,,3.386,DIGITOVER,5,0.4599,0.1161,187,2455848979,won,0.48,1
16:32:33,JD100,1781713709,,3.385,DIGITOVER,5,0.4600,0.1164,172,2455850479,won,0.48,1
16:32:35,JD100,1781713710,,3.384,DIGITOVER,7,0.2371,0.1186,144,2455851619,lost,-0.35,1
16:32:37,JD100,1781713711,,3.385,DIGITUNDER,5,0.5537,0.0813,182,2455853179,won,0.31,1
16:32:39,JD100,1781713712,,3.389,DIGITUNDER,2,0.2369,0.1174,159,2455854179,lost,-0.35,1
16:32:41,JD100,1781713713,,3.389,DIGITUNDER,5,0.5534,0.0807,167,2455855639,lost,-0.35,1
16:32:44,JD100,1781713714,,3.389,DIGITOVER,5,0.4596,0.1155,154,2455856819,won,0.48,1
16:32:46,JD100,1781713715,,3.388,DIGITOVER,6,0.3535,0.1328,177,2455858439,won,0.75,1
16:32:48,JD100,1781713716,,3.387,DIGITOVER,7,0.2370,0.1179,183,2455860139,lost,-0.35,1
16:32:50,JD100,1781713717,,3.389,DIGITMATCH,4,0.1204,0.0752,156,2455861939,lost,-0.35,1
16:32:52,JD100,1781713718,,3.387,DIGITMATCH,5,0.1204,0.0755,161,2455863019,lost,-0.35,1
16:32:54,JD100,1781713719,,3.386,DIGITOVER,4,0.5536,0.0811,186,2455864499,lost,-0.35,1
16:32:56,JD100,1781713720,,3.387,DIGITUNDER,4,0.4599,0.1161,341,2455866159,won,0.48,1
16:32:58,JD100,1781713721,,3.386,DIGITUNDER,2,0.2371,0.1182,295,2455867339,lost,-0.35,1
16:33:00,JD100,1781713722,,3.385,DIGITOVER,5,0.4600,0.1163,218,2455868879,lost,-0.35,1
16:33:02,JD100,1781713723,,3.385,DIGITMATCH,5,0.1205,0.0762,287,2455870359,won,2.78,1
16:33:04,JD100,1781713724,,3.383,DIGITMATCH,5,0.1206,0.0765,195,2455871259,lost,-0.35,1
