ts,sym,digit,sigma,ct,bar,p,ev,stake,rtt_ms,cid,status,pnl,lag
11:41:13,JD100,,4.005,DIGITUNDER,5,0.5218,0.0191,0.43,129,3617733419,lost,-0.43,1
11:41:15,JD100,,4.007,DIGITOVER,4,0.5238,0.0231,0.43,132,3617734919,lost,-0.43,1
11:41:17,JD100,,4.008,DIGITUNDER,5,0.5205,0.0165,0.43,159,3617736079,won,0.35,1
11:41:19,JD100,,4.006,DIGITUNDER,5,0.5205,0.0165,0.43,127,3617737639,lost,-0.43,1
11:41:21,JD100,,4.004,DIGITOVER,4,0.5205,0.0165,0.43,154,3617738759,lost,-0.43,1
11:41:23,JD100,,4.004,DIGITOVER,4,0.5205,0.0165,0.43,159,3617740599,lost,-0.43,1
11:41:26,JD100,,4.006,DIGITUNDER,5,0.5238,0.0231,0.43,121,3617741799,lost,-0.43,1
11:41:28,JD100,,4.007,DIGITOVER,4,0.5238,0.0230,0.43,136,3617743039,won,0.35,1
11:41:30,JD100,,4.005,DIGITOVER,4,0.5218,0.0190,0.43,132,3617744279,lost,-0.43,1
11:41:32,JD100,,4.007,DIGITOVER,4,0.5205,0.0165,0.43,148,3617747859,won,0.35,1
11:41:34,JD100,,4.007,DIGITOVER,4,0.5238,0.0231,0.43,149,3617749119,won,0.35,1
11:41:36,JD100,,4.008,DIGITUNDER,5,0.5205,0.0165,0.43,131,3617753279,lost,-0.43,1
11:41:38,JD100,,4.009,DIGITOVER,4,0.5239,0.0231,0.43,262,3617757599,lost,-0.43,1
11:41:40,JD100,,4.009,DIGITUNDER,5,0.5217,0.0189,0.43,133,3617758679,lost,-0.43,1
11:41:42,JD100,,4.001,DIGITOVER,4,0.5205,0.0165,0.43,127,3617759819,won,0.35,1
11:41:44,JD100,,3.997,DIGITOVER,4,0.5217,0.0189,0.43,156,3617760719,lost,-0.43,1
11:41:46,JD100,,3.995,DIGITUNDER,5,0.5217,0.0188,0.43,156,3617763339,lost,-0.43,1
11:41:48,JD100,,3.982,DIGITUNDER,5,0.5238,0.0230,0.43,140,3617765379,won,0.35,1
11:41:51,JD100,,3.981,DIGITUNDER,5,0.5217,0.0188,0.43,131,3617766499,lost,-0.43,1
11:41:53,JD100,,3.981,DIGITOVER,4,0.5216,0.0188,0.43,151,3617767699,lost,-0.43,1
11:41:55,JD100,,3.983,DIGITUNDER,5,0.5216,0.0187,0.43,128,3617768999,lost,-0.43,1
11:41:57,JD100,,3.984,DIGITOVER,4,0.5216,0.0187,0.43,152,3617769979,won,0.35,1
11:41:59,JD100,,3.984,DIGITOVER,4,0.5216,0.0187,0.43,144,3617771659,won,0.35,1
11:42:01,JD100,,3.984,DIGITOVER,4,0.5238,0.0230,0.43,150,3617773039,won,0.35,1
11:42:03,JD100,,3.974,DIGITOVER,4,0.5238,0.0230,0.43,138,3617774679,won,0.35,1
11:42:05,JD100,,3.973,DIGITOVER,4,0.5217,0.0188,0.42,153,3617776739,lost,-0.42,1
11:42:07,JD100,,3.974,DIGITUNDER,5,0.5238,0.0230,0.42,142,3617778059,lost,-0.42,1
11:42:09,JD100,,3.975,DIGITUNDER,5,0.5217,0.0188,0.42,180,3617780499,won,0.34,1
11:42:11,JD100,,3.975,DIGITUNDER,5,0.5217,0.0188,0.42,153,3617781579,won,0.34,1
11:42:13,JD100,,3.975,DIGITUNDER,5,0.5238,0.0231,0.42,122,3617782919,won,0.34,1
11:42:15,JD100,,3.977,DIGITUNDER,5,0.5217,0.0188,0.42,154,3617785239,lost,-0.42,1
11:42:17,JD100,,3.982,DIGITUNDER,5,0.5205,0.0166,0.42,150,3617791919,lost,-0.42,1
11:42:19,JD100,,3.982,DIGITOVER,4,0.5238,0.0231,0.42,141,3617793279,lost,-0.42,1
11:42:22,JD100,,3.985,DIGITUNDER,5,0.5216,0.0188,0.42,128,3617800959,lost,-0.42,1
11:42:24,JD100,,3.985,DIGITOVER,4,0.5216,0.0187,0.42,126,3617803299,lost,-0.42,1
11:42:26,JD100,,3.988,DIGITUNDER,5,0.5206,0.0167,0.42,111,3617804379,won,0.34,1
11:42:28,JD100,,3.990,DIGITUNDER,5,0.5216,0.0187,0.42,129,3617808339,lost,-0.42,1
11:42:30,JD100,,3.991,DIGITOVER,4,0.5238,0.0231,0.42,162,3617809319,won,0.34,1
11:42:32,JD100,,3.991,DIGITOVER,4,0.5239,0.0231,0.42,178,3617814239,won,0.34,1
11:42:34,JD100,,3.991,DIGITUNDER,5,0.5239,0.0231,0.42,127,3617816399,won,0.34,1
11:42:36,JD100,,3.999,DIGITUNDER,5,0.5206,0.0167,0.42,165,3617817819,lost,-0.42,1
11:42:38,JD100,,4.001,DIGITOVER,4,0.5206,0.0167,0.42,133,3617818919,lost,-0.42,1
11:42:40,JD100,,4.001,DIGITOVER,4,0.5216,0.0188,0.42,133,3617821039,lost,-0.42,1
11:42:42,JD100,,4.004,DIGITUNDER,5,0.5205,0.0166,0.42,156,3617822999,lost,-0.42,1
11:42:44,JD100,,4.005,DIGITOVER,4,0.5205,0.0166,0.42,113,3617823999,won,0.34,1
11:42:46,JD100,,4.006,DIGITUNDER,5,0.5238,0.0230,0.42,131,3617829439,won,0.34,1
11:42:49,JD100,,4.010,DIGITUNDER,5,0.5216,0.0186,0.42,156,3617833079,lost,-0.42,1
11:42:51,JD100,,4.009,DIGITOVER,4,0.5205,0.0166,0.42,128,3617835839,lost,-0.42,1
11:42:53,JD100,,4.010,DIGITOVER,4,0.5238,0.0230,0.42,131,3617840959,won,0.34,1
11:42:55,JD100,,4.009,DIGITOVER,4,0.5238,0.0230,0.42,146,3617841939,won,0.34,1
11:42:57,JD100,,4.003,DIGITUNDER,5,0.5216,0.0187,0.42,143,3617844639,won,0.34,1
11:42:59,JD100,,3.999,DIGITOVER,4,0.5216,0.0188,0.42,109,3617846839,lost,-0.42,1
11:43:01,JD100,,4.000,DIGITUNDER,5,0.5238,0.0231,0.42,150,3617848679,won,0.34,1
11:43:03,JD100,,4.000,DIGITUNDER,5,0.5239,0.0231,0.42,179,3617849799,won,0.34,1
11:43:05,JD100,,3.999,DIGITUNDER,5,0.5239,0.0231,0.42,128,3617851179,lost,-0.42,1
11:43:07,JD100,,4.000,DIGITOVER,4,0.5204,0.0164,0.42,224,3617853259,lost,-0.42,1
11:43:09,JD100,,4.001,DIGITUNDER,5,0.5238,0.0230,0.42,151,3617854279,won,0.34,1
11:43:11,JD100,,3.999,DIGITOVER,4,0.5205,0.0165,0.42,151,3617856799,won,0.34,1
11:43:13,JD100,,3.999,DIGITUNDER,5,0.5217,0.0188,0.42,146,3617859559,won,0.34,1
11:43:15,JD100,,3.996,DIGITUNDER,5,0.5217,0.0188,0.42,168,3617861179,won,0.34,1
11:43:17,JD100,,3.992,DIGITUNDER,5,0.5205,0.0165,0.42,175,3617862399,lost,-0.42,1
11:43:19,JD100,,3.990,DIGITOVER,4,0.5205,0.0165,0.41,146,3617867319,won,0.34,1
11:43:21,JD100,,3.994,DIGITOVER,4,0.5217,0.0188,0.42,112,3617868379,lost,-0.42,1
11:43:24,JD100,,3.996,DIGITUNDER,5,0.5205,0.0165,0.42,127,3617869959,won,0.34,1
11:43:26,JD100,,3.992,DIGITUNDER,5,0.5216,0.0188,0.42,125,3617871139,lost,-0.42,1
11:43:28,JD100,,3.992,DIGITOVER,4,0.5205,0.0166,0.42,130,3617872459,lost,-0.42,1
11:43:30,JD100,,3.989,DIGITUNDER,5,0.5216,0.0188,0.42,126,3617873499,lost,-0.42,1
11:43:32,JD100,,3.994,DIGITUNDER,5,0.5216,0.0187,0.42,124,3617876539,won,0.34,1
11:43:34,JD100,,3.993,DIGITOVER,4,0.5216,0.0187,0.42,146,3617880039,lost,-0.42,1
11:43:36,JD100,,3.995,DIGITUNDER,5,0.5239,0.0231,0.41,430,3617883399,lost,-0.41,1
11:43:38,JD100,,3.995,DIGITOVER,4,0.5205,0.0166,0.41,147,3617889199,lost,-0.41,1
11:43:40,JD100,,3.990,DIGITUNDER,5,0.5216,0.0187,0.41,120,3617890339,lost,-0.41,1
11:43:42,JD100,,3.990,DIGITOVER,4,0.5216,0.0187,0.41,144,3617893799,won,0.34,1
11:43:44,JD100,,3.986,DIGITOVER,4,0.5216,0.0187,0.41,138,3617894899,won,0.34,1
11:43:47,JD100,,3.978,DIGITUNDER,5,0.5217,0.0189,0.41,128,3617901519,lost,-0.41,1
11:43:49,JD100,,3.981,DIGITOVER,4,0.5206,0.0167,0.42,132,3617902539,lost,-0.42,1
11:43:51,JD100,,3.983,DIGITUNDER,5,0.5239,0.0232,0.42,150,3617903879,won,0.34,1
11:43:53,JD100,,3.982,DIGITUNDER,5,0.5217,0.0189,0.42,136,3617911039,lost,-0.42,1
11:43:55,JD100,,3.985,DIGITOVER,4,0.5217,0.0189,0.42,128,3617913259,won,0.34,1
11:43:57,JD100,,3.979,DIGITOVER,4,0.5217,0.0189,0.41,140,3617914279,won,0.34,1
11:43:59,JD100,,3.978,DIGITOVER,4,0.5217,0.0189,0.41,122,3617915499,lost,-0.41,1
11:44:01,JD100,,3.972,DIGITUNDER,5,0.5206,0.0167,0.42,146,3617920739,won,0.34,1
11:44:03,JD100,,3.971,DIGITUNDER,5,0.5240,0.0233,0.42,135,3617922279,lost,-0.42,1
11:44:06,JD100,,3.972,DIGITOVER,4,0.5240,0.0233,0.42,147,3617924159,lost,-0.42,1
11:44:08,JD100,,3.973,DIGITUNDER,5,0.5217,0.0189,0.42,139,3617926239,lost,-0.42,1
11:44:10,JD100,,3.973,DIGITOVER,4,0.5217,0.0189,0.42,123,3617928299,lost,-0.42,1
11:44:12,JD100,,3.976,DIGITUNDER,5,0.5206,0.0167,0.42,122,3617929339,lost,-0.42,1
11:44:14,JD100,,3.978,DIGITOVER,4,0.5217,0.0188,0.42,92,3617932839,won,0.34,1
11:44:16,JD100,,3.974,DIGITOVER,4,0.5217,0.0188,0.42,136,3617933799,won,0.34,1
11:44:18,JD100,,3.974,DIGITOVER,4,0.5206,0.0168,0.42,138,3617935239,lost,-0.42,1
11:44:20,JD100,,3.971,DIGITUNDER,5,0.5217,0.0189,0.42,122,3617937259,won,0.34,1
11:44:22,JD100,,3.971,DIGITUNDER,5,0.5206,0.0167,0.42,310,3617940219,won,0.34,1
11:44:24,JD100,,3.972,DIGITUNDER,5,0.5240,0.0234,0.41,121,3617941659,lost,-0.41,1
11:44:26,JD100,,3.973,DIGITOVER,4,0.5240,0.0233,0.41,150,3617942819,won,0.34,1
11:44:28,JD100,,3.970,DIGITOVER,4,0.5206,0.0168,0.41,144,3617944239,won,0.34,1
11:44:30,JD100,,3.970,DIGITOVER,4,0.5206,0.0168,0.41,148,3617945099,lost,-0.41,1
11:44:32,JD100,,3.967,DIGITUNDER,5,0.5218,0.0190,0.41,136,3617947039,won,0.34,1
11:44:35,JD100,,3.967,DIGITUNDER,5,0.5240,0.0234,0.41,141,3617948159,won,0.34,1
11:44:37,JD100,,3.967,DIGITUNDER,5,0.5240,0.0234,0.41,155,3617951539,lost,-0.41,1
11:44:39,JD100,,3.968,DIGITOVER,4,0.5206,0.0167,0.41,119,3617953059,lost,-0.41,1
11:44:41,JD100,,3.967,DIGITUNDER,5,0.5206,0.0167,0.41,126,3617955859,won,0.34,1
11:44:43,JD100,,3.965,DIGITUNDER,5,0.5206,0.0167,0.41,107,3617956499,lost,-0.41,1
11:44:45,JD100,,3.960,DIGITOVER,4,0.5218,0.0191,0.41,149,3617960459,won,0.34,1
11:44:47,JD100,,3.960,DIGITOVER,4,0.5206,0.0167,0.41,172,3617961859,won,0.34,1
11:44:49,JD100,,3.962,DIGITUNDER,5,0.5241,0.0235,0.41,120,3617965039,won,0.34,1
11:44:51,JD100,,3.961,DIGITUNDER,5,0.5218,0.0191,0.41,162,3617966219,won,0.34,1
11:44:53,JD100,,3.956,DIGITUNDER,5,0.5206,0.0167,0.41,158,3617967939,lost,-0.41,1
11:44:55,JD100,,3.956,DIGITOVER,4,0.5206,0.0167,0.41,146,3617968899,won,0.34,1
11:44:57,JD100,,3.957,DIGITUNDER,5,0.5218,0.0191,0.41,121,3617972259,lost,-0.41,1
11:44:59,JD100,,3.964,DIGITUNDER,5,0.5206,0.0167,0.41,146,3617974679,won,0.34,1
11:45:01,JD100,,3.963,DIGITUNDER,5,0.5206,0.0167,0.41,149,3617976079,lost,-0.41,1
11:45:03,JD100,,3.966,DIGITUNDER,5,0.5206,0.0167,0.41,157,3617984399,won,0.34,1
11:45:06,JD100,,3.966,DIGITUNDER,5,0.5217,0.0189,0.41,170,3617985899,won,0.34,1
11:45:08,JD100,,3.966,DIGITUNDER,5,0.5206,0.0167,0.41,144,3617987319,won,0.34,1
11:45:11,JD100,,3.962,DIGITUNDER,5,0.5217,0.0190,0.41,151,3617991779,won,0.34,1
11:45:13,JD100,,3.960,DIGITUNDER,5,0.5217,0.0190,0.41,134,3617993339,lost,-0.41,1
11:45:15,JD100,,3.960,DIGITOVER,4,0.5217,0.0190,0.41,639,3617999839,lost,-0.41,1
11:45:17,JD100,,3.959,DIGITUNDER,5,0.5241,0.0235,0.41,188,3618001099,lost,-0.41,1
11:45:19,JD100,,3.959,DIGITOVER,4,0.5206,0.0168,0.41,129,3618002939,lost,-0.41,1
11:45:21,JD100,,3.960,DIGITUNDER,5,0.5217,0.0189,0.41,128,3618004459,won,0.34,1
11:45:23,JD100,,3.960,DIGITUNDER,5,0.5206,0.0167,0.41,175,3618005959,won,0.34,1
11:45:25,JD100,,3.959,DIGITUNDER,5,0.5206,0.0167,0.41,148,3618007039,won,0.34,1
11:45:27,JD100,,3.956,DIGITUNDER,5,0.5241,0.0236,0.41,146,3618008819,lost,-0.41,1
11:45:29,JD100,,3.958,DIGITOVER,4,0.5241,0.0235,0.41,150,3618009939,won,0.34,1
11:45:31,JD100,,3.958,DIGITOVER,4,0.5241,0.0236,0.41,161,3618011619,lost,-0.41,1
11:45:33,JD100,,3.959,DIGITUNDER,5,0.5241,0.0235,0.41,108,3618013039,won,0.34,1
11:45:35,JD100,,3.959,DIGITUNDER,5,0.5218,0.0190,0.41,126,3618014439,won,0.34,1
11:45:37,JD100,,3.959,DIGITUNDER,5,0.5218,0.0190,0.41,154,3618015619,won,0.34,1
11:45:39,JD100,,3.957,DIGITOVER,4,0.5241,0.0236,0.41,143,3618023659,won,0.34,1
11:45:41,JD100,,3.952,DIGITOVER,4,0.5206,0.0168,0.41,104,3618030959,lost,-0.41,1
11:45:43,JD100,,3.951,DIGITUNDER,5,0.5218,0.0192,0.41,125,3618032279,lost,-0.41,1
11:45:45,JD100,,3.956,DIGITOVER,4,0.5218,0.0191,0.41,117,3618035099,won,0.34,1
11:45:48,JD100,,3.955,DIGITOVER,4,0.5206,0.0168,0.41,125,3618036499,won,0.34,1
11:45:50,JD100,,3.955,DIGITOVER,4,0.5242,0.0237,0.41,140,3618038019,lost,-0.41,1
11:45:52,JD100,,3.955,DIGITUNDER,5,0.5206,0.0168,0.41,104,3618039259,lost,-0.41,1
11:45:54,JD100,,3.954,DIGITOVER,4,0.5218,0.0192,0.41,137,3618040519,won,0.34,1
11:45:56,JD100,,3.957,DIGITUNDER,5,0.5206,0.0168,0.41,124,3618047339,won,0.34,1
11:45:58,JD100,,3.956,DIGITUNDER,5,0.5218,0.0191,0.41,144,3618048799,won,0.34,1
11:46:00,JD100,,3.956,DIGITUNDER,5,0.5242,0.0237,0.41,150,3618050019,won,0.34,1
11:46:02,JD100,,3.961,DIGITOVER,4,0.5242,0.0237,0.41,93,3618052399,lost,-0.41,1
11:46:04,JD100,,3.962,DIGITUNDER,5,0.5241,0.0237,0.41,127,3618053959,won,0.34,1
11:46:06,JD100,,3.961,DIGITUNDER,5,0.5206,0.0168,0.41,95,3618055059,lost,-0.41,1
11:46:08,JD100,,3.962,DIGITUNDER,5,0.5206,0.0167,0.41,135,3618057359,won,0.34,1
11:46:11,JD100,,3.961,DIGITUNDER,5,0.5218,0.0191,0.41,177,3618058939,won,0.34,1
11:46:13,JD100,,3.961,DIGITUNDER,5,0.5242,0.0237,0.41,154,3618060299,lost,-0.41,1
11:46:15,JD100,,3.963,DIGITOVER,4,0.5241,0.0237,0.41,130,3618061939,lost,-0.41,1
11:46:17,JD100,,3.965,DIGITUNDER,5,0.5241,0.0236,0.41,106,3618063179,won,0.34,1
11:46:19,JD100,,3.964,DIGITUNDER,5,0.5241,0.0237,0.41,111,3618064619,won,0.34,1
11:46:21,JD100,,3.963,DIGITUNDER,5,0.5242,0.0237,0.41,138,3618065719,lost,-0.41,1
11:46:23,JD100,,3.964,DIGITOVER,4,0.5218,0.0191,0.41,156,3618067099,lost,-0.41,1
11:46:25,JD100,,3.960,DIGITUNDER,5,0.5206,0.0168,0.41,123,3618068479,lost,-0.41,1
11:46:27,JD100,,3.960,DIGITOVER,4,0.5218,0.0191,0.41,142,3618071139,lost,-0.41,1
11:46:29,JD100,,3.961,DIGITUNDER,5,0.5218,0.0191,0.41,117,3618072819,won,0.34,1
11:46:32,JD100,,3.960,DIGITUNDER,5,0.5242,0.0237,0.41,139,3618073979,won,0.34,1
11:46:34,JD100,,3.966,DIGITUNDER,5,0.5242,0.0237,0.41,122,3618075819,lost,-0.41,1
11:46:36,JD100,,3.966,DIGITOVER,4,0.5241,0.0237,0.41,148,3618077319,lost,-0.41,1
11:46:38,JD100,,3.964,DIGITOVER,4,0.5206,0.0168,0.41,124,3618081819,won,0.34,1
11:46:40,JD100,,3.964,DIGITOVER,4,0.5218,0.0192,0.41,101,3618082959,lost,-0.41,1
11:46:42,JD100,,3.965,DIGITUNDER,5,0.5207,0.0168,0.41,125,3618084019,won,0.34,1
11:46:44,JD100,,3.964,DIGITUNDER,5,0.5242,0.0237,0.41,110,3618084819,won,0.34,1
11:46:46,JD100,,3.964,DIGITUNDER,5,0.5207,0.0169,0.41,160,3618086159,won,0.34,1
11:46:48,JD100,,3.963,DIGITUNDER,5,0.5242,0.0238,0.41,158,3618087199,lost,-0.41,1
11:46:50,JD100,,3.964,DIGITOVER,4,0.5242,0.0237,0.41,123,3618089039,lost,-0.41,1
11:46:52,JD100,,3.965,DIGITUNDER,5,0.5218,0.0191,0.41,102,3618090539,won,0.34,1
11:46:54,JD100,,3.963,DIGITUNDER,5,0.5218,0.0192,0.41,127,3618091879,won,0.34,1
11:46:56,JD100,,3.962,DIGITUNDER,5,0.5242,0.0237,0.41,106,3618093079,won,0.34,1
11:46:58,JD100,,3.962,DIGITUNDER,5,0.5219,0.0192,0.41,920,3618097179,lost,-0.41,2
11:47:01,JD100,,3.966,DIGITUNDER,5,0.5242,0.0238,0.41,92,3618100059,won,0.34,1
11:47:03,JD100,,3.967,DIGITOVER,4,0.5218,0.0191,0.41,143,3618103819,lost,-0.41,1
11:47:05,JD100,,3.962,DIGITOVER,4,0.5218,0.0191,0.41,143,3618106379,won,0.34,1
11:47:07,JD100,,3.961,DIGITOVER,4,0.5219,0.0192,0.41,131,3618109039,lost,-0.41,1
11:47:09,JD100,,3.961,DIGITOVER,4,0.5219,0.0192,0.41,126,3618113019,won,0.34,1
11:47:11,JD100,,3.961,DIGITOVER,4,0.5243,0.0240,0.41,114,3618113819,won,0.34,1
11:47:13,JD100,,3.962,DIGITUNDER,5,0.5219,0.0192,0.41,209,3618117659,won,0.34,1
11:47:15,JD100,,3.961,DIGITUNDER,5,0.5207,0.0170,0.41,108,3618120599,won,0.34,1
11:47:17,JD100,,3.962,DIGITUNDER,5,0.5219,0.0192,0.41,98,3618121779,won,0.34,1
11:47:19,JD100,,3.961,DIGITUNDER,5,0.5219,0.0192,0.41,131,3618123199,won,0.34,1
11:47:21,JD100,,3.960,DIGITUNDER,5,0.5243,0.0240,0.41,117,3618124159,won,0.34,1
11:47:23,JD100,,3.963,DIGITOVER,4,0.5219,0.0192,0.41,118,3618130659,lost,-0.41,1
11:47:25,JD100,,3.962,DIGITUNDER,5,0.5208,0.0170,0.41,127,3618132139,won,0.34,1
11:47:27,JD100,,3.955,DIGITUNDER,5,0.5243,0.0240,0.41,139,3618133699,won,0.34,1
11:47:29,JD100,,3.963,DIGITOVER,4,0.5207,0.0170,0.41,129,3618139419,won,0.34,1
11:47:32,JD100,,3.960,DIGITOVER,4,0.5218,0.0192,0.41,139,3618141099,lost,-0.41,1
11:47:34,JD100,,3.961,DIGITUNDER,5,0.5207,0.0170,0.41,119,3618142799,lost,-0.41,1
11:47:36,JD100,,3.954,DIGITUNDER,5,0.5207,0.0170,0.41,130,3618146499,won,0.34,1
11:47:38,JD100,,3.954,DIGITUNDER,5,0.5243,0.0240,0.41,142,3618147979,won,0.34,1
11:47:40,JD100,,3.955,DIGITOVER,4,0.5207,0.0170,0.41,130,3618151319,won,0.34,1
11:47:42,JD100,,3.950,DIGITOVER,4,0.5244,0.0241,0.41,101,3618153779,lost,-0.41,1
11:47:44,JD100,,3.952,DIGITUNDER,5,0.5207,0.0170,0.41,137,3618154939,won,0.34,1
11:47:46,JD100,,3.951,DIGITUNDER,5,0.5208,0.0170,0.41,122,3618159259,won,0.34,1
11:47:48,JD100,,3.947,DIGITOVER,4,0.5208,0.0170,0.41,133,3618161379,won,0.34,1
11:47:50,JD100,,3.946,DIGITUNDER,5,0.5208,0.0171,0.42,181,3618165059,lost,-0.42,1
11:47:52,JD100,,3.943,DIGITOVER,4,0.5218,0.0191,0.42,144,3618165739,lost,-0.42,1
11:47:54,JD100,,3.940,DIGITUNDER,5,0.5243,0.0240,0.41,140,3618168219,won,0.34,1
11:47:56,JD100,,3.940,DIGITUNDER,5,0.5208,0.0170,0.41,112,3618169539,lost,-0.41,1
11:47:59,JD100,,3.941,DIGITOVER,4,0.5207,0.0170,0.41,155,3618170679,lost,-0.41,1
11:48:01,JD100,,3.940,DIGITOVER,4,0.5218,0.0191,0.41,107,3618173339,lost,-0.41,1
11:48:03,JD100,,3.941,DIGITUNDER,5,0.5243,0.0239,0.41,133,3618174539,won,0.34,1
11:48:05,JD100,,3.943,DIGITOVER,4,0.5243,0.0240,0.41,112,3618179759,won,0.34,1
11:48:07,JD100,,3.943,DIGITOVER,4,0.5219,0.0192,0.41,97,3618180999,won,0.34,1
11:48:09,JD100,,3.942,DIGITUNDER,5,0.5219,0.0192,0.41,118,3618183859,won,0.34,1
11:48:11,JD100,,3.942,DIGITUNDER,5,0.5207,0.0169,0.41,113,3618184939,won,0.34,1
11:48:13,JD100,,3.942,DIGITUNDER,5,0.5219,0.0192,0.41,137,3618186339,won,0.34,1
11:48:15,JD100,,3.942,DIGITUNDER,5,0.5244,0.0241,0.41,162,3618188239,lost,-0.41,1
11:48:17,JD100,,3.943,DIGITOVER,4,0.5219,0.0192,0.41,144,3618189039,lost,-0.41,1
11:48:19,JD100,,3.942,DIGITUNDER,5,0.5207,0.0170,0.41,124,3618190119,won,0.34,1
11:48:21,JD100,,3.941,DIGITOVER,4,0.5207,0.0170,0.41,142,3618199799,won,0.34,1
11:48:23,JD100,,3.938,DIGITOVER,4,0.5208,0.0171,0.41,158,3618203159,won,0.34,1
11:48:25,JD100,,3.935,DIGITOVER,4,0.5208,0.0171,0.41,156,3618204919,lost,-0.41,1
11:48:27,JD100,,3.936,DIGITUNDER,5,0.5208,0.0171,0.41,165,3618206999,lost,-0.41,1
11:48:29,JD100,,3.941,DIGITOVER,4,0.5244,0.0241,0.41,151,3618209559,won,0.34,1
11:48:32,JD100,,3.942,DIGITUNDER,5,0.5219,0.0192,0.41,120,3618211879,lost,-0.41,1
11:48:34,JD100,,3.943,DIGITOVER,4,0.5243,0.0241,0.41,211,3618213879,won,0.34,1
11:48:36,JD100,,3.949,DIGITOVER,4,0.5219,0.0192,0.41,145,3618215059,won,0.34,1
