ts,sym,decision_epoch,digit,sigma,ctype,barrier,model_p,model_ev,rtt_ms,cid,status,pnl,exit_lag_s
10:38:21,JD100,1781260693,,4.163,DIGITOVER,6,0.3177,0.0181,110,1974088179,lost,-1.0,1
10:38:23,JD100,1781260701,,4.155,DIGITOVER,5,0.4201,0.0195,95,1974097719,lost,-1.0,1
10:38:32,JD100,1781260709,,4.153,DIGITUNDER,4,0.4201,0.0195,94,1974107139,won,1.43,1
10:38:34,JD100,1781260710,,4.151,DIGITUNDER,4,0.4201,0.0195,103,1974108119,lost,-1.0,1
10:38:36,JD100,1781260713,,4.151,DIGITOVER,6,0.3177,0.0181,91,1974111539,lost,-1.0,1
10:38:38,JD100,1781260716,,4.158,DIGITOVER,5,0.4201,0.0195,99,1974114959,won,1.43,1
10:38:41,JD100,1781260719,,4.166,DIGITOVER,6,0.3177,0.0181,104,1974118419,lost,-1.0,1
10:38:43,JD100,1781260721,,4.164,DIGITUNDER,4,0.4201,0.0195,91,1974121159,lost,-1.0,1
10:38:45,JD100,1781260722,,4.164,DIGITOVER,5,0.4201,0.0195,93,1974122079,lost,-1.0,1
10:38:49,JD100,1781260726,,4.167,DIGITUNDER,4,0.4201,0.0195,105,1974126979,lost,-1.0,1
10:38:56,JD100,1781260733,,4.170,DIGITOVER,5,0.4201,0.0195,87,1974136119,won,1.43,1
10:38:58,JD100,1781260735,,4.166,DIGITOVER,5,0.4201,0.0195,82,1974138479,won,1.43,1
10:39:05,JD100,1781260742,,4.160,DIGITOVER,6,0.3177,0.0181,137,1974147919,lost,-1.0,1
10:39:12,JD100,1781260750,,4.157,DIGITUNDER,4,0.4201,0.0195,105,1974156799,lost,-1.0,1
10:39:14,JD100,1781260752,,4.163,DIGITOVER,5,0.4201,0.0195,282,1974160599,lost,-1.0,1
10:39:18,JD100,1781260753,,4.163,DIGITUNDER,4,0.4201,0.0195,88,1974162079,lost,-1.0,1
10:39:21,JD100,1781260759,,4.176,DIGITUNDER,4,0.4201,0.0195,104,1974175179,won,1.43,1
10:39:26,JD100,1781260763,,4.172,DIGITUNDER,4,0.4201,0.0195,100,1974179379,lost,-1.0,1
10:39:32,JD100,1781260770,,4.176,DIGITOVER,5,0.4201,0.0195,108,1974187139,lost,-1.0,1
10:39:35,JD100,1781260772,,4.177,DIGITOVER,6,0.3177,0.0181,94,1974189119,lost,-1.0,1
10:39:38,JD100,1781260775,,4.174,DIGITOVER,5,0.4201,0.0195,98,1974192339,won,1.43,1
10:39:40,JD100,1781260777,,4.171,DIGITOVER,6,0.3177,0.0181,109,1974194519,lost,-1.0,1
10:39:42,JD100,1781260779,,4.170,DIGITUNDER,4,0.4201,0.0195,99,1974196979,won,1.43,1
10:39:44,JD100,1781260781,,4.169,DIGITOVER,6,0.3177,0.0181,122,1974199619,won,2.21,1
10:39:47,JD100,1781260784,,4.167,DIGITOVER,5,0.4201,0.0195,107,1974202199,won,1.43,1
10:39:49,JD100,1781260786,,4.164,DIGITOVER,6,0.3177,0.0181,110,1974204379,lost,-1.0,1
10:39:53,JD100,1781260791,,4.166,DIGITUNDER,4,0.4201,0.0195,115,1974212359,lost,-1.0,1
10:39:55,JD100,1781260792,,4.165,DIGITOVER,6,0.3177,0.0181,124,1974213419,lost,-1.0,1
10:40:10,JD100,1781260807,,4.166,DIGITOVER,5,0.4201,0.0195,113,1974232019,lost,-1.0,1
10:40:13,JD100,1781260811,,4.164,DIGITOVER,6,0.3177,0.0181,126,1974237079,lost,-1.0,1
10:40:17,JD100,1781260814,,4.163,DIGITOVER,6,0.3177,0.0181,118,1974240779,lost,-1.0,1
10:40:20,JD100,1781260818,,4.173,DIGITOVER,6,0.3177,0.0181,92,1974245499,lost,-1.0,1
10:40:23,JD100,1781260820,,4.179,DIGITOVER,6,0.3177,0.0181,98,1974248479,lost,-1.0,1
10:40:29,JD100,1781260827,,4.181,DIGITOVER,6,0.3177,0.0181,94,1974256019,lost,-1.0,1
10:40:31,JD100,1781260828,,4.180,DIGITUNDER,4,0.4201,0.0195,102,1974256959,won,1.43,1
10:40:38,JD100,1781260835,,4.185,DIGITOVER,6,0.3177,0.0181,99,1974264679,lost,-1.0,1
10:40:42,JD100,1781260839,,4.188,DIGITOVER,5,0.4201,0.0195,101,1974270379,lost,-1.0,1
10:40:44,JD100,1781260841,,4.189,DIGITOVER,6,0.3177,0.0181,113,1974272899,lost,-1.0,1
10:40:46,JD100,1781260843,,4.186,DIGITOVER,5,0.4201,0.0195,94,1974274639,won,1.43,1
10:40:48,JD100,1781260844,,4.185,DIGITOVER,6,0.3177,0.0181,108,1974275719,lost,-1.0,1
10:40:50,JD100,1781260848,,4.186,DIGITUNDER,4,0.4201,0.0195,103,1974280039,won,1.43,1
10:40:54,JD100,1781260851,,4.181,DIGITUNDER,4,0.4201,0.0195,108,1974283839,lost,-1.0,1
10:40:56,JD100,1781260854,,4.183,DIGITOVER,5,0.4201,0.0195,96,1974286459,lost,-1.0,1
10:40:58,JD100,1781260855,,4.183,DIGITUNDER,4,0.4201,0.0195,151,1974288739,won,1.43,1
10:41:00,JD100,1781260858,,4.197,DIGITOVER,6,0.3177,0.0181,87,1974292239,won,2.21,1
10:41:02,JD100,1781260859,,4.196,DIGITOVER,5,0.4201,0.0195,113,1974293779,lost,-1.0,1
10:41:04,JD100,1781260861,,4.195,DIGITOVER,6,0.3177,0.0181,126,1974296759,won,2.21,1
10:41:06,JD100,1781260862,,4.193,DIGITOVER,5,0.4201,0.0195,121,1974298019,lost,-1.0,1
10:41:08,JD100,1781260864,,4.191,DIGITOVER,6,0.3177,0.0181,98,1974299839,lost,-1.0,1
10:41:10,JD100,1781260868,,4.189,DIGITOVER,6,0.3177,0.0181,162,1974304079,won,2.21,1
10:41:12,JD100,1781260869,,4.187,DIGITOVER,5,0.4201,0.0195,98,1974305219,lost,-1.0,1
10:41:17,JD100,1781260875,,4.185,DIGITUNDER,4,0.4201,0.0195,114,1974311139,lost,-1.0,1
10:41:19,JD100,1781260876,,4.187,DIGITOVER,5,0.4201,0.0195,119,1974311999,won,1.43,1
10:41:27,JD100,1781260884,,4.203,DIGITOVER,5,0.4201,0.0195,109,1974321439,lost,-1.0,1
10:41:32,JD100,1781260889,,4.198,DIGITOVER,6,0.3177,0.0181,103,1974326759,won,2.21,1
10:41:35,JD100,1781260892,,4.200,DIGITOVER,5,0.4201,0.0195,94,1974331019,lost,-1.0,1
10:41:46,JD100,1781260903,,4.191,DIGITOVER,6,0.3177,0.0181,102,1974346699,lost,-1.0,1
10:41:49,JD100,1781260906,,4.191,DIGITOVER,5,0.4201,0.0195,106,1974349959,won,1.43,1
10:41:51,JD100,1781260907,,4.189,DIGITOVER,5,0.4201,0.0195,111,1974351319,won,1.43,1
10:41:53,JD100,1781260908,,4.187,DIGITOVER,5,0.4201,0.0195,103,1974352139,won,1.43,1
10:41:55,JD100,1781260910,,4.184,DIGITOVER,6,0.3177,0.0181,109,1974355479,lost,-1.0,1
10:41:57,JD100,1781260914,,4.182,DIGITOVER,5,0.4201,0.0195,114,1974359799,lost,-1.0,1
10:42:01,JD100,1781260918,,4.190,DIGITUNDER,4,0.4201,0.0195,92,1974364239,lost,-1.0,1
10:42:06,JD100,1781260923,,4.191,DIGITOVER,5,0.4201,0.0195,120,1974371219,lost,-1.0,1
10:42:18,JD100,1781260935,,4.190,DIGITOVER,6,0.3177,0.0181,96,1974387079,lost,-1.0,1
10:42:23,JD100,1781260940,,4.191,DIGITOVER,6,0.3177,0.0181,95,1974393119,lost,-1.0,1
10:42:28,JD100,1781260945,,4.185,DIGITUNDER,4,0.4201,0.0195,97,1974398879,lost,-1.0,1
10:42:30,JD100,1781260946,,4.188,DIGITOVER,6,0.3177,0.0181,122,1974400059,won,2.21,1
10:42:32,JD100,1781260947,,4.193,DIGITOVER,5,0.4201,0.0195,116,1974401099,won,1.43,1
10:42:34,JD100,1781260948,,4.199,DIGITOVER,6,0.3177,0.0181,107,1974402459,lost,-1.0,1
10:42:36,JD100,1781260951,,4.197,DIGITOVER,6,0.3177,0.0181,97,1974405999,won,2.21,1
10:42:41,JD100,1781260958,,4.200,DIGITUNDER,4,0.4201,0.0195,106,1974415459,lost,-1.0,1
10:42:50,JD100,1781260967,,4.193,DIGITUNDER,4,0.4201,0.0195,102,1974426439,won,1.43,1
10:42:53,JD100,1781260970,,4.194,DIGITOVER,5,0.4201,0.0195,97,1974429299,won,1.43,1
10:42:57,JD100,1781260974,,4.200,DIGITUNDER,4,0.4201,0.0195,116,1974433879,lost,-1.0,1
10:42:59,JD100,1781260975,,4.201,DIGITOVER,5,0.4201,0.0195,117,1974435199,lost,-1.0,1
10:43:01,JD100,1781260978,,4.212,DIGITUNDER,4,0.4201,0.0195,97,1974439159,won,1.43,1
10:43:03,JD100,1781260979,,4.211,DIGITUNDER,4,0.4201,0.0195,97,1974440359,won,1.43,1
10:43:05,JD100,1781260982,,4.207,DIGITOVER,5,0.4201,0.0195,281,1974444619,lost,-1.0,1
10:43:08,JD100,1781260985,,4.210,DIGITOVER,6,0.3177,0.0181,101,1974448179,lost,-1.0,1
10:43:10,JD100,1781260987,,4.211,DIGITOVER,6,0.3177,0.0181,92,1974450439,lost,-1.0,1
10:43:12,JD100,1781260989,,4.211,DIGITOVER,6,0.3177,0.0181,92,1974453159,lost,-1.0,1
10:43:14,JD100,1781260991,,4.213,DIGITOVER,5,0.4201,0.0195,93,1974455179,lost,-1.0,1
10:43:17,JD100,1781260994,,4.230,DIGITOVER,6,0.3177,0.0181,97,1974458399,lost,-1.0,1
10:43:24,JD100,1781261002,,4.226,DIGITOVER,6,0.3177,0.0181,99,1974467379,lost,-1.0,1
10:43:28,JD100,1781261005,,4.224,DIGITOVER,5,0.4201,0.0195,97,1974471079,won,1.43,1
10:43:32,JD100,1781261009,,4.230,DIGITOVER,5,0.4201,0.0195,96,1974476019,won,1.43,1
10:43:34,JD100,1781261010,,4.228,DIGITOVER,5,0.4201,0.0195,92,1974476959,won,1.43,1
10:43:40,JD100,1781261017,,4.239,DIGITOVER,6,0.3177,0.0181,106,1974485099,lost,-1.0,1
10:43:47,JD100,1781261025,,4.237,DIGITOVER,6,0.3177,0.0181,145,1974493859,won,2.21,1
10:43:49,JD100,1781261026,,4.236,DIGITOVER,6,0.3177,0.0181,109,1974494899,lost,-1.0,1
10:43:51,JD100,1781261027,,4.235,DIGITUNDER,4,0.4201,0.0195,150,1974496399,lost,-1.0,1
10:43:55,JD100,1781261032,,4.231,DIGITOVER,6,0.3177,0.0181,115,1974501799,won,2.21,1
10:43:57,JD100,1781261033,,4.230,DIGITOVER,5,0.4201,0.0195,97,1974503059,won,1.43,1
10:43:59,JD100,1781261034,,4.228,DIGITOVER,5,0.4201,0.0195,86,1974504099,lost,-1.0,1
10:44:03,JD100,1781261040,,4.227,DIGITOVER,6,0.3177,0.0181,105,1974511179,lost,-1.0,1
10:44:07,JD100,1781261044,,4.224,DIGITOVER,6,0.3177,0.0181,90,1974516659,won,2.21,1
10:44:09,JD100,1781261045,,4.223,DIGITOVER,5,0.4201,0.0195,106,1974517659,won,1.43,1
10:44:14,JD100,1781261051,,4.221,DIGITOVER,5,0.4201,0.0195,97,1974524099,won,1.43,1
10:44:16,JD100,1781261052,,4.227,DIGITOVER,6,0.3177,0.0181,97,1974524899,lost,-1.0,1
10:44:18,JD100,1781261053,,4.226,DIGITUNDER,4,0.4201,0.0195,110,1974526299,lost,-1.0,1
10:44:20,JD100,1781261056,,4.227,DIGITOVER,5,0.4201,0.0195,100,1974529379,won,1.43,1
10:44:22,JD100,1781261059,,4.233,DIGITOVER,6,0.3177,0.0181,99,1974532719,won,2.21,1
10:44:28,JD100,1781261065,,4.224,DIGITUNDER,4,0.4201,0.0195,94,1974539059,lost,-1.0,1
10:44:31,JD100,1781261068,,4.224,DIGITUNDER,4,0.4201,0.0195,96,1974542819,lost,-1.0,1
10:44:38,JD100,1781261075,,4.219,DIGITOVER,5,0.4201,0.0195,102,1974551439,lost,-1.0,1
10:44:40,JD100,1781261076,,4.220,DIGITUNDER,4,0.4201,0.0195,97,1974552259,lost,-1.0,1
10:44:42,JD100,1781261079,,4.220,DIGITUNDER,4,0.4201,0.0195,125,1974556299,lost,-1.0,1
10:44:44,JD100,1781261080,,4.220,DIGITOVER,5,0.4201,0.0195,98,1974557039,lost,-1.0,1
10:44:46,JD100,1781261083,,4.219,DIGITUNDER,4,0.4201,0.0195,98,1974560879,won,1.43,1
10:44:59,JD100,1781261096,,4.217,DIGITOVER,5,0.4201,0.0195,104,1974577239,won,1.43,1
10:45:01,JD100,1781261097,,4.215,DIGITOVER,6,0.3177,0.0181,112,1974578639,won,2.21,1
10:45:03,JD100,1781261098,,4.214,DIGITOVER,5,0.4201,0.0195,96,1974579499,lost,-1.0,1
10:45:06,JD100,1781261103,,4.213,DIGITOVER,6,0.3177,0.0181,95,1974586639,lost,-1.0,1
10:45:14,JD100,1781261111,,4.211,DIGITOVER,5,0.4201,0.0195,129,1974596139,lost,-1.0,1
10:45:16,JD100,1781261112,,4.212,DIGITUNDER,4,0.4201,0.0195,96,1974597139,lost,-1.0,1
10:45:18,JD100,1781261114,,4.211,DIGITOVER,5,0.4201,0.0195,120,1974599639,won,1.43,1
10:45:27,JD100,1781261124,,4.202,DIGITUNDER,4,0.4201,0.0195,98,1974611859,lost,-1.0,1
10:45:29,JD100,1781261125,,4.201,DIGITOVER,6,0.3177,0.0181,115,1974613039,won,2.21,1
10:45:32,JD100,1781261129,,4.200,DIGITOVER,5,0.4201,0.0195,116,1974617679,won,1.43,1
10:45:34,JD100,1781261130,,4.198,DIGITOVER,6,0.3177,0.0181,118,1974618659,won,2.21,1
10:45:38,JD100,1781261135,,4.199,DIGITUNDER,4,0.4201,0.0195,121,1974624399,lost,-1.0,1
10:45:44,JD100,1781261141,,4.207,DIGITOVER,6,0.3177,0.0181,101,1974631099,lost,-1.0,1
10:45:48,JD100,1781261145,,4.207,DIGITOVER,5,0.4201,0.0195,103,1974635719,won,1.43,1
10:45:50,JD100,1781261146,,4.206,DIGITOVER,6,0.3177,0.0181,101,1974636679,won,2.21,1
10:45:52,JD100,1781261147,,4.204,DIGITOVER,6,0.3177,0.0181,133,1974638019,won,2.21,1
10:45:54,JD100,1781261148,,4.203,DIGITOVER,6,0.3177,0.0181,114,1974638999,won,2.21,1
10:45:56,JD100,1781261149,,4.202,DIGITOVER,5,0.4201,0.0195,114,1974640139,won,1.43,1
10:45:58,JD100,1781261150,,4.200,DIGITOVER,6,0.3177,0.0181,97,1974641199,lost,-1.0,1
10:46:02,JD100,1781261160,,4.210,DIGITOVER,5,0.4201,0.0195,99,1974653199,lost,-1.0,1
10:46:06,JD100,1781261163,,4.210,DIGITOVER,6,0.3177,0.0181,160,1974657559,won,2.21,1
10:46:08,JD100,1781261165,,4.226,DIGITOVER,6,0.3177,0.0181,106,1974659659,lost,-1.0,1
10:46:11,JD100,1781261168,,4.225,DIGITOVER,5,0.4201,0.0195,93,1974663299,won,1.43,1
10:46:13,JD100,1781261169,,4.230,DIGITOVER,6,0.3177,0.0181,102,1974664919,lost,-1.0,1
10:46:15,JD100,1781261172,,4.236,DIGITUNDER,4,0.4201,0.0195,113,1974668439,lost,-1.0,1
10:46:17,JD100,1781261173,,4.236,DIGITOVER,5,0.4201,0.0195,112,1974669819,lost,-1.0,1
10:46:23,JD100,1781261180,,4.232,DIGITOVER,5,0.4201,0.0195,112,1974678119,lost,-1.0,1
10:46:28,JD100,1781261185,,4.236,DIGITUNDER,4,0.4201,0.0195,109,1974683299,lost,-1.0,1
10:46:30,JD100,1781261186,,4.237,DIGITOVER,5,0.4201,0.0195,106,1974684439,lost,-1.0,1
10:46:43,JD100,1781261200,,4.232,DIGITOVER,6,0.3177,0.0181,89,1974701419,won,2.21,1
10:46:45,JD100,1781261201,,4.237,DIGITOVER,5,0.4201,0.0195,109,1974702959,won,1.43,1
10:46:47,JD100,1781261202,,4.236,DIGITOVER,5,0.4201,0.0195,105,1974704079,won,1.43,1
10:46:49,JD100,1781261203,,4.234,DIGITOVER,5,0.4201,0.0195,105,1974705339,lost,-1.0,1
10:46:51,JD100,1781261206,,4.234,DIGITOVER,5,0.4201,0.0195,90,1974708839,won,1.43,1
10:46:53,JD100,1781261208,,4.232,DIGITOVER,6,0.3177,0.0181,110,1974711179,lost,-1.0,1
10:46:55,JD100,1781261212,,4.235,DIGITOVER,5,0.4201,0.0195,110,1974715839,lost,-1.0,1
10:46:57,JD100,1781261213,,4.236,DIGITUNDER,4,0.4201,0.0195,101,1974716879,lost,-1.0,1
10:46:59,JD100,1781261214,,4.237,DIGITOVER,5,0.4201,0.0195,112,1974718139,won,1.43,1
10:47:01,JD100,1781261219,,4.240,DIGITUNDER,4,0.4201,0.0195,90,1974724319,won,1.43,1
10:47:03,JD100,1781261221,,4.238,DIGITUNDER,4,0.4201,0.0195,117,1974727319,won,1.43,1
10:47:07,JD100,1781261224,,4.235,DIGITOVER,6,0.3177,0.0181,85,1974731159,lost,-1.0,1
10:47:09,JD100,1781261225,,4.238,DIGITUNDER,4,0.4201,0.0195,99,1974732759,lost,-1.0,1
10:47:17,JD100,1781261235,,4.240,DIGITUNDER,4,0.4201,0.0195,91,1974743699,lost,-1.0,1
10:47:21,JD100,1781261238,,4.239,DIGITOVER,5,0.4201,0.0195,107,1974746759,won,1.43,1
10:47:24,JD100,1781261241,,4.238,DIGITUNDER,4,0.4201,0.0195,95,1974750399,lost,-1.0,1
10:47:29,JD100,1781261246,,4.236,DIGITOVER,6,0.3177,0.0181,99,1974756819,lost,-1.0,1
10:47:34,JD100,1781261251,,4.238,DIGITOVER,5,0.4201,0.0195,98,1974762559,lost,-1.0,1
10:47:43,JD100,1781261260,,4.234,DIGITOVER,5,0.4201,0.0195,103,1974772439,lost,-1.0,1
10:47:45,JD100,1781261262,,4.236,DIGITOVER,5,0.4201,0.0195,89,1974775019,lost,-1.0,1
10:47:52,JD100,1781261269,,4.229,DIGITUNDER,4,0.4201,0.0195,96,1974783019,lost,-1.0,1
10:47:59,JD100,1781261276,,4.228,DIGITOVER,6,0.3177,0.0181,113,1974791099,won,2.21,1
10:48:01,JD100,1781261277,,4.227,DIGITOVER,6,0.3177,0.0181,97,1974792199,lost,-1.0,1
10:48:08,JD100,1781261285,,4.232,DIGITOVER,5,0.4201,0.0195,102,1974802699,won,1.43,1
10:48:11,JD100,1781261288,,4.230,DIGITUNDER,4,0.4201,0.0195,102,1974806879,won,1.43,1
10:48:14,JD100,1781261291,,4.226,DIGITOVER,6,0.3177,0.0181,106,1974810599,lost,-1.0,1
10:48:16,JD100,1781261292,,4.226,DIGITUNDER,4,0.4201,0.0195,108,1974811499,lost,-1.0,1
10:48:18,JD100,1781261294,,4.227,DIGITUNDER,4,0.4201,0.0195,109,1974814339,lost,-1.0,1
10:48:22,JD100,1781261299,,4.223,DIGITOVER,6,0.3177,0.0181,131,1974819959,lost,-1.0,1
10:48:27,JD100,1781261304,,4.224,DIGITUNDER,4,0.4201,0.0195,96,1974826179,lost,-1.0,1
10:48:29,JD100,1781261305,,4.223,DIGITOVER,6,0.3177,0.0181,91,1974827399,won,2.21,1
10:48:31,JD100,1781261306,,4.229,DIGITOVER,6,0.3177,0.0181,96,1974828619,lost,-1.0,1
10:48:38,JD100,1781261315,,4.232,DIGITOVER,6,0.3177,0.0181,112,1974838519,lost,-1.0,1
10:48:44,JD100,1781261321,,4.234,DIGITOVER,6,0.3177,0.0181,112,1974845959,lost,-1.0,1
10:48:48,JD100,1781261324,,4.232,DIGITOVER,5,0.4201,0.0195,109,1974849459,won,1.43,1
10:48:50,JD100,1781261326,,4.234,DIGITUNDER,4,0.4201,0.0195,104,1974851299,lost,-1.0,1
10:48:52,JD100,1781261327,,4.233,DIGITOVER,6,0.3177,0.0181,207,1974852619,won,2.21,1
10:48:54,JD100,1781261328,,4.238,DIGITOVER,5,0.4201,0.0195,152,1974853659,won,1.43,1
10:48:56,JD100,1781261331,,4.234,DIGITUNDER,4,0.4201,0.0195,109,1974857359,won,1.43,1
10:49:03,JD100,1781261340,,4.234,DIGITOVER,6,0.3177,0.0181,114,1974866879,lost,-1.0,1
10:49:05,JD100,1781261342,,4.235,DIGITOVER,6,0.3177,0.0181,131,1974869859,lost,-1.0,1
10:49:07,JD100,1781261344,,4.233,DIGITOVER,6,0.3177,0.0181,119,1974871959,won,2.21,1
10:49:09,JD100,1781261345,,4.232,DIGITOVER,5,0.4201,0.0195,104,1974873079,lost,-1.0,1
10:49:14,JD100,1781261351,,4.231,DIGITUNDER,4,0.4201,0.0195,89,1974879979,lost,-1.0,1
10:49:16,JD100,1781261353,,4.230,DIGITOVER,5,0.4201,0.0195,98,1974882439,lost,-1.0,1
10:49:18,JD100,1781261355,,4.231,DIGITOVER,5,0.4201,0.0195,95,1974885199,won,1.43,1
10:49:22,JD100,1781261359,,4.228,DIGITOVER,6,0.3177,0.0181,106,1974890219,lost,-1.0,1
10:49:24,JD100,1781261361,,4.228,DIGITOVER,5,0.4201,0.0195,117,1974892419,won,1.43,1
10:49:26,JD100,1781261362,,4.227,DIGITOVER,6,0.3177,0.0181,88,1974893459,lost,-1.0,1
10:49:28,JD100,1781261363,,4.226,DIGITUNDER,4,0.4201,0.0195,98,1974895039,won,1.43,1
10:49:30,JD100,1781261365,,4.225,DIGITOVER,5,0.4201,0.0195,106,1974896959,lost,-1.0,1
10:49:32,JD100,1781261366,,4.225,DIGITUNDER,4,0.4201,0.0195,146,1974898219,lost,-1.0,1
10:49:34,JD100,1781261368,,4.226,DIGITOVER,5,0.4201,0.0195,103,1974900219,lost,-1.0,1
10:49:36,JD100,1781261370,,4.227,DIGITUNDER,4,0.4201,0.0195,135,1974902379,won,1.43,1
10:49:41,JD100,1781261378,,4.233,DIGITOVER,5,0.4201,0.0195,111,1974911359,lost,-1.0,1
10:49:59,JD100,1781261396,,4.226,DIGITOVER,5,0.4201,0.0195,102,1974932159,won,1.43,1
10:50:01,JD100,1781261398,,4.232,DIGITOVER,5,0.4201,0.0195,118,1974935219,lost,-1.0,1
10:50:05,JD100,1781261402,,4.230,DIGITOVER,5,0.4201,0.0195,179,1974941439,lost,-1.0,1
10:50:15,JD100,1781261412,,4.233,DIGITOVER,6,0.3177,0.0181,85,1974952479,lost,-1.0,1
10:50:18,JD100,1781261415,,4.236,DIGITOVER,6,0.3177,0.0181,152,1974956099,won,2.21,1
10:50:20,JD100,1781261416,,4.235,DIGITOVER,5,0.4201,0.0195,159,1974956839,won,1.43,1
10:50:22,JD100,1781261417,,4.234,DIGITOVER,5,0.4201,0.0195,104,1974958299,won,1.43,1
10:50:24,JD100,1781261419,,4.233,DIGITUNDER,4,0.4201,0.0195,99,1974960399,won,1.43,1
10:50:26,JD100,1781261421,,4.231,DIGITUNDER,4,0.4201,0.0195,133,1974962539,lost,-1.0,1
10:50:28,JD100,1781261425,,4.233,DIGITUNDER,4,0.4201,0.0195,100,1974966579,lost,-1.0,1
10:50:30,JD100,1781261427,,4.241,DIGITOVER,5,0.4201,0.0195,177,1974968979,won,1.43,1
10:50:32,JD100,1781261429,,4.239,DIGITOVER,6,0.3177,0.0181,117,1974971719,lost,-1.0,1
10:50:34,JD100,1781261431,,4.237,DIGITOVER,5,0.4201,0.0195,108,1974974159,won,1.43,1
10:50:37,JD100,1781261432,,4.236,DIGITOVER,6,0.3177,0.0181,86,1974975199,won,2.21,1
10:50:39,JD100,1781261433,,4.235,DIGITOVER,5,0.4201,0.0195,94,1974976599,lost,-1.0,1
10:50:41,JD100,1781261436,,4.235,DIGITOVER,6,0.3177,0.0181,113,1974979779,lost,-1.0,1
10:50:43,JD100,1781261439,,4.234,DIGITOVER,5,0.4201,0.0195,133,1974983219,won,1.43,1
10:50:45,JD100,1781261440,,4.232,DIGITOVER,5,0.4201,0.0195,97,1974984299,lost,-1.0,1
10:50:47,JD100,1781261443,,4.232,DIGITOVER,6,0.3177,0.0181,123,1974987719,lost,-1.0,1
10:50:49,JD100,1781261445,,4.228,DIGITOVER,6,0.3177,0.0181,98,1974989859,lost,-1.0,1
10:50:53,JD100,1781261450,,4.226,DIGITUNDER,4,0.4201,0.0195,109,1974995319,lost,-1.0,1
10:50:56,JD100,1781261453,,4.215,DIGITUNDER,4,0.4201,0.0195,107,1974999319,lost,-1.0,1
10:51:01,JD100,1781261458,,4.220,DIGITOVER,5,0.4201,0.0195,191,1975005039,lost,-1.0,1
10:51:04,JD100,1781261461,,4.229,DIGITOVER,5,0.4201,0.0195,119,1975010519,lost,-1.0,1
10:51:06,JD100,1781261462,,4.227,DIGITUNDER,4,0.4201,0.0195,105,1975011579,won,1.43,1
10:51:08,JD100,1781261465,,4.222,DIGITUNDER,4,0.4201,0.0195,109,1975016459,won,1.43,1
10:51:12,JD100,1781261469,,4.228,DIGITOVER,5,0.4201,0.0195,106,1975021339,lost,-1.0,1
10:51:14,JD100,1781261471,,4.228,DIGITUNDER,4,0.4201,0.0195,99,1975023959,won,1.43,1
10:51:17,JD100,1781261474,,4.232,DIGITOVER,6,0.3177,0.0181,125,1975027539,lost,-1.0,1
10:51:21,JD100,1781261478,,4.232,DIGITOVER,5,0.4201,0.0195,108,1975032399,lost,-1.0,1
10:51:23,JD100,1781261480,,4.233,DIGITUNDER,4,0.4201,0.0195,126,1975035139,won,1.43,1
10:51:26,JD100,1781261483,,4.235,DIGITUNDER,4,0.4201,0.0195,88,1975038719,lost,-1.0,1
10:51:32,JD100,1781261489,,4.235,DIGITUNDER,4,0.4201,0.0195,191,1975045759,won,1.43,1
10:51:36,JD100,1781261493,,4.231,DIGITUNDER,4,0.4201,0.0195,125,1975050559,won,1.43,1
