ts,sym,digit,sigma,ct,bar,p,ev,stake,rtt_ms,cid,status,pnl,lag
10:25:12,JD100,,3.980,DIGITUNDER,3,0.3162,0.0134,0.64,120,3611529779,lost,-0.64,1
10:25:14,JD100,,3.981,DIGITOVER,7,0.2152,0.0153,0.65,128,3611531939,lost,-0.65,1
10:25:16,JD100,,3.981,DIGITUNDER,6,0.6210,0.0147,0.65,120,3611534379,won,0.35,1
10:25:18,JD100,,3.979,DIGITUNDER,6,0.6210,0.0148,0.65,95,3611536559,won,0.35,1
10:25:20,JD100,,3.979,DIGITUNDER,4,0.4211,0.0220,0.65,91,3611537999,lost,-0.65,1
10:25:22,JD100,,3.979,DIGITUNDER,6,0.6211,0.0148,0.65,151,3611540799,won,0.35,1
10:25:24,JD100,,3.981,DIGITUNDER,3,0.3162,0.0134,0.65,135,3611543499,lost,-0.65,1
10:25:26,JD100,,3.978,DIGITOVER,7,0.2153,0.0156,0.65,365,3611546739,lost,-0.65,1
10:25:28,JD100,,3.977,DIGITUNDER,3,0.3162,0.0135,0.65,147,3611547719,lost,-0.65,1
10:25:30,JD100,,3.977,DIGITOVER,6,0.3210,0.0289,0.65,116,3611548939,lost,-0.65,1
10:25:32,JD100,,3.978,DIGITUNDER,3,0.3210,0.0289,0.65,137,3611550199,lost,-0.65,1
10:25:34,JD100,,3.980,DIGITOVER,5,0.4228,0.0262,0.65,123,3611551319,won,0.79,1
10:25:36,JD100,,3.978,DIGITOVER,6,0.3210,0.0289,0.65,147,3611551959,lost,-0.65,1
10:25:38,JD100,,3.978,DIGITOVER,4,0.5230,0.0214,0.65,116,3611553159,won,0.53,1
10:25:41,JD100,,3.978,DIGITOVER,7,0.2153,0.0154,0.65,123,3611554299,lost,-0.65,1
10:25:43,JD100,,3.980,DIGITUNDER,3,0.3210,0.0288,0.65,188,3611556819,lost,-0.65,1
10:25:45,JD100,,3.982,DIGITOVER,4,0.5229,0.0213,0.64,130,3611558379,won,0.52,1
10:25:47,JD100,,3.980,DIGITOVER,5,0.4228,0.0262,0.64,151,3611559659,lost,-0.64,1
10:25:49,JD100,,3.981,DIGITUNDER,4,0.4211,0.0220,0.65,112,3611561279,lost,-0.65,1
10:25:51,JD100,,3.974,DIGITUNDER,3,0.3210,0.0288,0.65,171,3611564899,lost,-0.65,1
10:25:53,JD100,,3.979,DIGITOVER,7,0.2152,0.0153,0.65,129,3611566239,won,1.95,1
10:25:55,JD100,,3.979,DIGITOVER,7,0.2153,0.0154,0.65,118,3611567119,lost,-0.65,1
10:25:57,JD100,,3.980,DIGITOVER,6,0.3210,0.0288,0.65,149,3611569319,won,1.21,1
10:25:59,JD100,,3.978,DIGITOVER,6,0.3210,0.0288,0.65,122,3611570679,lost,-0.65,1
10:26:01,JD100,,3.978,DIGITOVER,5,0.4228,0.0261,0.65,117,3611573239,lost,-0.65,1
10:26:03,JD100,,3.979,DIGITUNDER,4,0.4211,0.0220,0.65,116,3611574159,lost,-0.65,1
10:26:06,JD100,,3.980,DIGITOVER,5,0.4227,0.0260,0.65,122,3611575319,won,0.79,1
10:26:08,JD100,,3.979,DIGITOVER,6,0.3210,0.0288,0.65,89,3611576459,lost,-0.65,1
10:26:10,JD100,,3.981,DIGITUNDER,6,0.6209,0.0146,0.65,129,3611577999,won,0.35,1
10:26:12,JD100,,3.981,DIGITUNDER,3,0.3210,0.0287,0.65,104,3611578979,lost,-0.65,1
10:26:14,JD100,,3.982,DIGITOVER,6,0.3210,0.0287,0.65,137,3611580239,lost,-0.65,1
10:26:16,JD100,,3.983,DIGITUNDER,6,0.6209,0.0146,0.65,108,3611581019,lost,-0.65,1
10:26:18,JD100,,3.984,DIGITOVER,7,0.2152,0.0152,0.65,183,3611583719,lost,-0.65,1
10:26:20,JD100,,3.984,DIGITOVER,4,0.5228,0.0211,0.65,104,3611584979,lost,-0.65,1
10:26:22,JD100,,3.985,DIGITUNDER,3,0.3161,0.0131,0.65,109,3611586039,lost,-0.65,1
10:26:24,JD100,,3.986,DIGITOVER,4,0.5228,0.0211,0.65,151,3611586959,lost,-0.65,1
10:26:26,JD100,,3.988,DIGITUNDER,3,0.3209,0.0286,0.65,102,3611588259,lost,-0.65,1
10:26:28,JD100,,3.979,DIGITOVER,5,0.4227,0.0259,0.65,132,3611591179,won,0.79,1
10:26:30,JD100,,3.979,DIGITOVER,6,0.3209,0.0286,0.65,118,3611592739,lost,-0.65,1
10:26:33,JD100,,3.975,DIGITUNDER,4,0.4210,0.0218,0.65,98,3611593639,lost,-0.65,1
10:26:35,JD100,,3.971,DIGITOVER,4,0.5229,0.0211,0.64,174,3611596919,lost,-0.64,1
10:26:37,JD100,,3.969,DIGITUNDER,3,0.3162,0.0133,0.64,122,3611598639,lost,-0.64,1
10:26:39,JD100,,3.968,DIGITOVER,4,0.5228,0.0211,0.64,85,3611599799,won,0.52,1
10:26:41,JD100,,3.968,DIGITOVER,4,0.5228,0.0211,0.64,122,3611601059,won,0.52,1
10:26:43,JD100,,3.972,DIGITOVER,6,0.3209,0.0286,0.64,146,3611602539,lost,-0.64,1
10:26:45,JD100,,3.969,DIGITOVER,4,0.5228,0.0211,0.64,281,3611603559,lost,-0.64,1
10:26:47,JD100,,3.969,DIGITUNDER,3,0.3162,0.0133,0.64,129,3611604999,lost,-0.64,1
10:26:49,JD100,,3.969,DIGITOVER,6,0.3209,0.0285,0.64,122,3611606559,won,1.19,1
10:26:51,JD100,,3.969,DIGITOVER,5,0.4227,0.0259,0.64,94,3611607499,lost,-0.64,1
10:26:53,JD100,,3.966,DIGITOVER,5,0.4227,0.0259,0.64,119,3611610839,won,0.78,1
10:26:55,JD100,,3.965,DIGITOVER,5,0.4227,0.0259,0.64,183,3611611799,won,0.78,1
10:26:57,JD100,,3.967,DIGITOVER,7,0.2152,0.0152,0.64,109,3611612839,lost,-0.64,1
10:26:59,JD100,,3.963,DIGITUNDER,4,0.4210,0.0218,0.64,103,3611613959,lost,-0.64,1
10:27:01,JD100,,3.964,DIGITOVER,4,0.5228,0.0211,0.64,134,3611615099,won,0.52,1
10:27:03,JD100,,3.968,DIGITOVER,6,0.3209,0.0285,0.64,111,3611615859,lost,-0.64,1
10:27:05,JD100,,3.970,DIGITOVER,7,0.2152,0.0151,0.64,142,3611618819,won,1.92,1
10:27:08,JD100,,3.968,DIGITOVER,7,0.2152,0.0152,0.64,125,3611619979,won,1.92,1
10:27:10,JD100,,3.968,DIGITOVER,6,0.3209,0.0285,0.64,98,3611620879,lost,-0.64,1
10:27:12,JD100,,3.967,DIGITUNDER,3,0.3162,0.0134,0.64,107,3611622079,lost,-0.64,1
10:27:14,JD100,,3.970,DIGITOVER,4,0.5229,0.0211,0.64,121,3611623479,won,0.52,1
10:27:16,JD100,,3.973,DIGITUNDER,4,0.4210,0.0218,0.64,116,3611626399,won,0.78,1
10:27:18,JD100,,3.973,DIGITUNDER,3,0.3209,0.0286,0.64,114,3611627639,lost,-0.64,1
10:27:20,JD100,,3.973,DIGITUNDER,6,0.6209,0.0146,0.64,100,3611628899,won,0.34,1
10:27:22,JD100,,3.973,DIGITUNDER,6,0.6209,0.0146,0.64,131,3611630419,won,0.34,1
10:27:24,JD100,,3.971,DIGITUNDER,6,0.6210,0.0147,0.64,269,3611633659,won,0.34,1
10:27:26,JD100,,3.971,DIGITUNDER,4,0.4210,0.0218,0.64,132,3611639559,lost,-0.64,1
10:27:28,JD100,,3.973,DIGITOVER,5,0.4228,0.0262,0.64,687,3611645539,won,0.78,1
10:27:30,JD100,,3.973,DIGITOVER,7,0.2153,0.0154,0.64,191,3611647839,won,1.92,1
10:27:32,JD100,,3.971,DIGITOVER,6,0.3210,0.0287,0.64,215,3611652199,lost,-0.64,1
10:27:35,JD100,,3.972,DIGITUNDER,3,0.3162,0.0135,0.64,772,3611657459,lost,-0.64,1
10:27:37,JD100,,3.966,DIGITOVER,4,0.5229,0.0213,0.64,142,3611658579,lost,-0.64,1
10:27:39,JD100,,3.966,DIGITUNDER,6,0.6210,0.0147,0.64,133,3611660099,won,0.34,1
10:27:41,JD100,,3.971,DIGITUNDER,6,0.6210,0.0147,0.64,134,3611663619,lost,-0.64,1
10:27:43,JD100,,3.971,DIGITOVER,5,0.4228,0.0262,0.64,1046,3611666479,lost,-0.64,2
10:27:45,JD100,,3.974,DIGITUNDER,6,0.6210,0.0147,0.64,102,3611666759,won,0.34,1
10:27:47,JD100,,3.979,DIGITUNDER,3,0.3163,0.0136,0.63,94,3611670559,won,1.17,1
10:27:49,JD100,,3.978,DIGITUNDER,4,0.4210,0.0217,0.63,85,3611671739,won,0.77,1
10:27:51,JD100,,3.978,DIGITUNDER,4,0.4210,0.0218,0.63,105,3611672999,lost,-0.63,1
10:27:53,JD100,,3.979,DIGITOVER,5,0.4229,0.0263,0.63,93,3611673979,won,0.77,1
10:27:55,JD100,,3.976,DIGITOVER,7,0.2153,0.0153,0.63,128,3611675319,lost,-0.63,1
10:27:57,JD100,,3.977,DIGITOVER,4,0.5229,0.0212,0.63,169,3611676259,won,0.52,1
10:27:59,JD100,,3.977,DIGITOVER,5,0.4229,0.0263,0.63,242,3611677799,won,0.77,1
10:28:01,JD100,,3.976,DIGITOVER,5,0.4229,0.0264,0.63,124,3611678979,lost,-0.63,1
10:28:04,JD100,,3.978,DIGITUNDER,4,0.4210,0.0217,0.63,113,3611680359,lost,-0.63,1
10:28:06,JD100,,3.978,DIGITOVER,7,0.2153,0.0153,0.63,97,3611681299,lost,-0.63,1
10:28:08,JD100,,3.978,DIGITOVER,4,0.5229,0.0212,0.62,113,3611682619,won,0.51,1
10:28:10,JD100,,3.978,DIGITOVER,6,0.3209,0.0286,0.62,136,3611683759,lost,-0.62,1
10:28:12,JD100,,3.979,DIGITUNDER,4,0.4209,0.0216,0.63,109,3611685539,won,0.77,1
10:28:14,JD100,,3.979,DIGITUNDER,3,0.3209,0.0286,0.63,139,3611686439,lost,-0.63,1
10:28:16,JD100,,3.981,DIGITUNDER,3,0.3209,0.0286,0.63,121,3611688799,won,1.17,1
10:28:18,JD100,,3.981,DIGITUNDER,3,0.3163,0.0137,0.62,109,3611690199,won,1.15,1
10:28:20,JD100,,3.980,DIGITUNDER,4,0.4209,0.0216,0.62,136,3611691039,lost,-0.62,1
10:28:22,JD100,,3.980,DIGITUNDER,3,0.3163,0.0137,0.62,121,3611693979,lost,-0.62,1
10:28:24,JD100,,3.979,DIGITOVER,7,0.2153,0.0154,0.62,139,3611695119,lost,-0.62,1
10:28:26,JD100,,3.980,DIGITUNDER,4,0.4209,0.0216,0.62,145,3611696479,won,0.76,1
10:28:28,JD100,,3.980,DIGITUNDER,3,0.3163,0.0136,0.62,127,3611697939,lost,-0.62,1
10:28:30,JD100,,3.985,DIGITOVER,7,0.2153,0.0155,0.62,87,3611699119,lost,-0.62,1
10:28:32,JD100,,3.985,DIGITOVER,5,0.4229,0.0263,0.62,89,3611700279,lost,-0.62,1
10:28:35,JD100,,3.980,DIGITUNDER,4,0.4210,0.0217,0.62,118,3611701919,lost,-0.62,1
10:28:37,JD100,,3.981,DIGITOVER,4,0.5229,0.0212,0.62,112,3611703259,lost,-0.62,1
10:28:39,JD100,,3.984,DIGITUNDER,3,0.3162,0.0134,0.62,143,3611705039,lost,-0.62,1
10:28:41,JD100,,3.984,DIGITOVER,5,0.4228,0.0262,0.62,107,3611706319,won,0.76,1
10:28:43,JD100,,3.984,DIGITOVER,5,0.4228,0.0262,0.62,92,3611708039,won,0.76,1
10:28:45,JD100,,3.983,DIGITOVER,6,0.3209,0.0285,0.62,127,3611709439,lost,-0.62,1
10:28:47,JD100,,3.982,DIGITUNDER,6,0.6210,0.0147,0.62,131,3611711019,lost,-0.62,1
10:28:49,JD100,,3.984,DIGITOVER,7,0.2152,0.0153,0.62,142,3611712019,lost,-0.62,1
10:28:51,JD100,,3.983,DIGITOVER,5,0.4228,0.0262,0.62,120,3611713939,won,0.76,1
10:28:53,JD100,,3.987,DIGITOVER,7,0.2152,0.0153,0.62,171,3611715499,lost,-0.62,1
10:28:55,JD100,,3.994,DIGITUNDER,6,0.6210,0.0147,0.62,112,3611717639,won,0.33,1
10:28:57,JD100,,3.996,DIGITUNDER,3,0.3209,0.0284,0.62,112,3611719399,lost,-0.62,1
10:28:59,JD100,,3.996,DIGITOVER,7,0.2152,0.0153,0.62,129,3611721119,lost,-0.62,1
10:29:01,JD100,,3.997,DIGITUNDER,6,0.6210,0.0147,0.62,119,3611723059,won,0.33,1
10:29:04,JD100,,4.003,DIGITUNDER,6,0.6210,0.0148,0.62,132,3611724099,lost,-0.62,1
10:29:06,JD100,,4.003,DIGITOVER,4,0.5228,0.0211,0.62,107,3611725839,won,0.51,1
10:29:08,JD100,,4.003,DIGITOVER,5,0.4228,0.0262,0.62,128,3611726799,lost,-0.62,1
10:29:10,JD100,,4.003,DIGITUNDER,3,0.3209,0.0284,0.62,141,3611728959,lost,-0.62,1
10:29:12,JD100,,3.995,DIGITUNDER,6,0.6210,0.0147,0.62,112,3611734619,won,0.33,1
10:29:14,JD100,,3.987,DIGITUNDER,3,0.3209,0.0286,0.62,124,3611736539,lost,-0.62,1
10:29:16,JD100,,3.986,DIGITOVER,7,0.2153,0.0154,0.62,144,3611737979,lost,-0.62,1
10:29:18,JD100,,3.986,DIGITUNDER,4,0.4210,0.0219,0.63,133,3611738779,lost,-0.63,1
10:29:20,JD100,,3.988,DIGITOVER,5,0.4228,0.0261,0.63,110,3611739819,lost,-0.63,1
10:29:22,JD100,,3.989,DIGITUNDER,6,0.6210,0.0147,0.63,106,3611740579,won,0.34,1
10:29:24,JD100,,3.986,DIGITUNDER,6,0.6210,0.0148,0.63,123,3611745639,lost,-0.63,1
10:29:26,JD100,,3.987,DIGITOVER,5,0.4228,0.0261,0.63,105,3611746679,lost,-0.63,1
10:29:29,JD100,,3.985,DIGITUNDER,4,0.4211,0.0219,0.63,120,3611749339,won,0.77,1
10:29:31,JD100,,3.984,DIGITUNDER,3,0.3209,0.0286,0.63,119,3611750019,lost,-0.63,1
10:29:33,JD100,,3.984,DIGITUNDER,4,0.4211,0.0220,0.63,147,3611752359,won,0.77,1
10:29:35,JD100,,3.975,DIGITUNDER,4,0.4211,0.0220,0.63,114,3611753939,lost,-0.63,1
10:29:37,JD100,,3.969,DIGITOVER,6,0.3209,0.0285,0.63,102,3611754859,lost,-0.63,1
10:29:39,JD100,,3.973,DIGITUNDER,3,0.3209,0.0285,0.63,113,3611755879,won,1.17,1
10:29:41,JD100,,3.973,DIGITUNDER,3,0.3209,0.0286,0.63,119,3611756779,lost,-0.63,1
10:29:44,JD100,,3.971,DIGITUNDER,6,0.6210,0.0148,0.63,117,3611757899,won,0.34,1
10:29:46,JD100,,3.972,DIGITOVER,6,0.3209,0.0286,0.63,138,3611761039,won,1.17,1
10:29:48,JD100,,3.972,DIGITOVER,7,0.2152,0.0153,0.63,92,3611761779,lost,-0.63,1
10:29:50,JD100,,3.973,DIGITUNDER,4,0.4211,0.0220,0.63,132,3611763839,lost,-0.63,1
10:29:52,JD100,,3.973,DIGITOVER,4,0.5229,0.0212,0.64,102,3611765519,won,0.52,1
10:29:54,JD100,,3.973,DIGITOVER,6,0.3209,0.0286,0.63,318,3611769799,lost,-0.63,1
10:29:56,JD100,,3.973,DIGITOVER,7,0.2152,0.0152,0.63,129,3611773739,lost,-0.63,1
10:29:58,JD100,,3.973,DIGITUNDER,6,0.6210,0.0147,0.63,117,3611775119,won,0.34,1
10:30:00,JD100,,3.973,DIGITUNDER,3,0.3162,0.0133,0.63,120,3611776139,won,1.17,1
10:30:02,JD100,,3.973,DIGITUNDER,4,0.4210,0.0219,0.63,124,3611777339,lost,-0.63,1
10:30:04,JD100,,3.974,DIGITOVER,6,0.3209,0.0285,0.63,123,3611778059,won,1.17,1
10:30:06,JD100,,3.974,DIGITOVER,5,0.4228,0.0261,0.63,112,3611779499,lost,-0.63,1
10:30:08,JD100,,3.973,DIGITUNDER,4,0.4211,0.0219,0.63,131,3611782839,lost,-0.63,1
10:30:10,JD100,,3.972,DIGITOVER,6,0.3209,0.0285,0.63,119,3611784779,lost,-0.63,1
10:30:12,JD100,,3.969,DIGITOVER,4,0.5228,0.0211,0.63,187,3611785839,won,0.52,1
10:30:15,JD100,,3.969,DIGITOVER,6,0.3209,0.0285,0.63,123,3611787259,lost,-0.63,1
10:30:17,JD100,,3.969,DIGITUNDER,3,0.3162,0.0134,0.63,125,3611789279,lost,-0.63,1
10:30:19,JD100,,3.974,DIGITUNDER,4,0.4210,0.0218,0.63,113,3611791939,won,0.77,1
10:30:21,JD100,,3.974,DIGITUNDER,4,0.4210,0.0219,0.63,156,3611794199,lost,-0.63,1
10:30:23,JD100,,3.974,DIGITUNDER,3,0.3209,0.0284,0.63,123,3611797099,lost,-0.63,1
10:30:25,JD100,,3.975,DIGITUNDER,3,0.3209,0.0283,0.63,111,3611800799,lost,-0.63,1
10:30:27,JD100,,3.975,DIGITOVER,6,0.3208,0.0283,0.63,117,3611802999,lost,-0.63,1
10:30:29,JD100,,3.973,DIGITUNDER,6,0.6210,0.0147,0.63,104,3611805259,won,0.34,1
10:30:31,JD100,,3.972,DIGITUNDER,6,0.6210,0.0147,0.64,231,3611806439,won,0.34,1
10:30:33,JD100,,3.972,DIGITUNDER,4,0.4210,0.0218,0.64,120,3611808339,won,0.78,1
10:30:35,JD100,,3.971,DIGITUNDER,3,0.3209,0.0285,0.63,165,3611809419,won,1.17,1
10:30:37,JD100,,3.971,DIGITUNDER,4,0.4210,0.0218,0.63,281,3611810979,lost,-0.63,1
10:30:39,JD100,,3.969,DIGITOVER,6,0.3209,0.0285,0.63,115,3611813179,lost,-0.63,1
10:30:41,JD100,,3.971,DIGITUNDER,3,0.3209,0.0284,0.63,183,3611815579,lost,-0.63,1
10:30:44,JD100,,3.965,DIGITOVER,7,0.2152,0.0152,0.63,123,3611816699,lost,-0.63,1
10:30:46,JD100,,3.966,DIGITOVER,5,0.4227,0.0260,0.63,106,3611819079,won,0.77,1
10:30:48,JD100,,3.965,DIGITOVER,4,0.5228,0.0211,0.63,987,3611820999,won,0.52,2
10:30:50,JD100,,3.964,DIGITOVER,4,0.5228,0.0211,0.63,92,3611821139,won,0.52,1
10:30:52,JD100,,3.964,DIGITOVER,5,0.4228,0.0261,0.63,120,3611822039,lost,-0.63,1
10:30:54,JD100,,3.960,DIGITUNDER,3,0.3209,0.0285,0.63,127,3611824179,won,1.17,1
10:30:57,JD100,,3.958,DIGITUNDER,4,0.4211,0.0220,0.63,114,3611825479,won,0.77,1
10:30:59,JD100,,3.956,DIGITUNDER,6,0.6211,0.0148,0.63,115,3611826279,won,0.34,1
10:31:01,JD100,,3.959,DIGITUNDER,3,0.3209,0.0286,0.63,121,3611827819,lost,-0.63,1
10:31:03,JD100,,3.960,DIGITOVER,5,0.4228,0.0261,0.63,140,3611828879,won,0.77,1
10:31:05,JD100,,3.956,DIGITOVER,7,0.2152,0.0152,0.64,103,3611830699,lost,-0.64,1
10:31:07,JD100,,3.959,DIGITUNDER,6,0.6211,0.0148,0.64,140,3611831639,won,0.34,1
10:31:09,JD100,,3.959,DIGITUNDER,3,0.3161,0.0133,0.64,116,3611832959,lost,-0.64,1
10:31:11,JD100,,3.959,DIGITOVER,5,0.4227,0.0260,0.64,124,3611833739,won,0.78,1
10:31:13,JD100,,3.954,DIGITOVER,7,0.2152,0.0151,0.63,111,3611835059,lost,-0.63,1
10:31:15,JD100,,3.953,DIGITOVER,4,0.5228,0.0210,0.63,177,3611836159,lost,-0.63,1
10:31:17,JD100,,3.955,DIGITUNDER,6,0.6211,0.0149,0.63,123,3611838299,lost,-0.63,1
10:31:19,JD100,,3.956,DIGITOVER,4,0.5228,0.0210,0.63,130,3611839279,lost,-0.63,1
10:31:21,JD100,,3.956,DIGITUNDER,6,0.6211,0.0149,0.63,142,3611840359,lost,-0.63,1
10:31:23,JD100,,3.956,DIGITOVER,4,0.5228,0.0210,0.63,142,3611841479,lost,-0.63,1
10:31:26,JD100,,3.959,DIGITUNDER,6,0.6211,0.0149,0.63,115,3611843059,won,0.34,1
10:31:28,JD100,,3.960,DIGITUNDER,3,0.3161,0.0131,0.63,145,3611844359,won,1.17,1
10:31:30,JD100,,3.959,DIGITUNDER,3,0.3161,0.0132,0.63,112,3611845699,lost,-0.63,1
10:31:32,JD100,,3.963,DIGITOVER,6,0.3208,0.0283,0.63,100,3611846559,lost,-0.63,1
10:31:34,JD100,,3.965,DIGITUNDER,6,0.6211,0.0149,0.63,99,3611847639,won,0.34,1
10:31:36,JD100,,3.965,DIGITUNDER,4,0.4210,0.0218,0.63,89,3611848699,won,0.77,1
10:31:38,JD100,,3.963,DIGITUNDER,4,0.4210,0.0218,0.63,157,3611850159,lost,-0.63,1
10:31:40,JD100,,3.964,DIGITOVER,6,0.3209,0.0283,0.63,138,3611851399,lost,-0.63,1
10:31:42,JD100,,3.965,DIGITUNDER,3,0.3208,0.0283,0.63,128,3611853799,won,1.17,1
10:31:44,JD100,,3.965,DIGITUNDER,3,0.3161,0.0130,0.63,136,3611854999,lost,-0.63,1
10:31:46,JD100,,3.965,DIGITUNDER,3,0.3208,0.0283,0.63,142,3611857859,lost,-0.63,1
10:31:48,JD100,,3.968,DIGITUNDER,3,0.3161,0.0129,0.63,121,3611859559,lost,-0.63,1
10:31:50,JD100,,3.968,DIGITOVER,7,0.2152,0.0151,0.63,139,3611860279,lost,-0.63,1
10:31:52,JD100,,3.972,DIGITOVER,5,0.4227,0.0258,0.63,156,3611861559,lost,-0.63,1
10:31:54,JD100,,3.974,DIGITUNDER,3,0.3208,0.0282,0.63,138,3611862219,lost,-0.63,1
10:31:56,JD100,,3.972,DIGITUNDER,6,0.6211,0.0149,0.63,121,3611863479,lost,-0.63,1
10:31:59,JD100,,3.973,DIGITOVER,6,0.3208,0.0282,0.63,143,3611864399,lost,-0.63,1
10:32:01,JD100,,3.974,DIGITUNDER,3,0.3208,0.0281,0.62,670,3611874239,won,1.15,1
10:32:03,JD100,,3.979,DIGITUNDER,3,0.3208,0.0282,0.62,117,3611875419,lost,-0.62,1
10:32:05,JD100,,3.977,DIGITUNDER,6,0.6211,0.0148,0.63,137,3611876079,won,0.34,1
10:32:07,JD100,,3.980,DIGITOVER,7,0.2152,0.0150,0.62,119,3611878779,lost,-0.62,1
10:32:09,JD100,,3.982,DIGITOVER,6,0.3208,0.0281,0.63,126,3611881559,lost,-0.63,1
10:32:11,JD100,,3.986,DIGITUNDER,6,0.6211,0.0148,0.62,121,3611883919,won,0.33,1
10:32:13,JD100,,3.988,DIGITUNDER,3,0.3160,0.0128,0.62,129,3611885619,won,1.15,1
10:32:15,JD100,,3.988,DIGITUNDER,3,0.3208,0.0281,0.62,123,3611886419,lost,-0.62,1
10:32:17,JD100,,3.986,DIGITUNDER,6,0.6211,0.0148,0.62,111,3611888239,won,0.33,1
10:32:19,JD100,,3.985,DIGITUNDER,6,0.6211,0.0149,0.62,114,3611888879,won,0.33,1
10:32:21,JD100,,3.985,DIGITUNDER,3,0.3208,0.0280,0.62,274,3611893259,won,1.15,1
10:32:23,JD100,,3.985,DIGITUNDER,4,0.4209,0.0216,0.62,111,3611894719,lost,-0.62,1
10:32:25,JD100,,3.986,DIGITOVER,4,0.5226,0.0207,0.62,153,3611895959,won,0.51,1
10:32:27,JD100,,3.986,DIGITOVER,4,0.5226,0.0207,0.62,120,3611897259,lost,-0.62,1
10:32:30,JD100,,3.982,DIGITUNDER,6,0.6211,0.0149,0.62,154,3611898179,won,0.33,1
10:32:32,JD100,,3.976,DIGITUNDER,6,0.6211,0.0149,0.62,118,3611899359,won,0.33,1
10:32:34,JD100,,3.975,DIGITUNDER,3,0.3208,0.0281,0.62,116,3611900099,lost,-0.62,1
10:32:36,JD100,,3.975,DIGITOVER,4,0.5227,0.0207,0.62,102,3611902239,lost,-0.62,1
10:32:38,JD100,,3.978,DIGITUNDER,6,0.6211,0.0149,0.62,129,3611903999,won,0.33,1
10:32:40,JD100,,3.977,DIGITUNDER,6,0.6211,0.0149,0.62,135,3611905239,won,0.33,1
10:32:42,JD100,,3.975,DIGITUNDER,4,0.4209,0.0216,0.62,117,3611906359,won,0.76,1
10:32:44,JD100,,3.975,DIGITUNDER,3,0.3208,0.0282,0.62,166,3611907699,lost,-0.62,1
10:32:46,JD100,,3.976,DIGITOVER,7,0.2152,0.0151,0.62,159,3611910499,won,1.86,1
10:32:48,JD100,,3.974,DIGITOVER,6,0.3208,0.0282,0.62,125,3611911639,won,1.15,1
