ts,sym,digit,sigma,ct,bar,p,ev,stake,rtt_ms,cid,status,pnl,lag
10:16:16,JD100,,3.982,DIGITUNDER,3,0.3162,0.0134,0.78,140,3610794039,lost,-0.78,1
10:16:18,JD100,,3.983,DIGITUNDER,3,0.3162,0.0134,0.78,135,3610794819,lost,-0.78,1
10:16:20,JD100,,3.983,DIGITUNDER,3,0.3162,0.0134,0.78,124,3610795999,lost,-0.78,1
10:16:22,JD100,,3.983,DIGITUNDER,3,0.3162,0.0134,0.78,98,3610797059,lost,-0.78,1
10:16:24,JD100,,3.989,DIGITUNDER,3,0.3162,0.0135,0.78,99,3610798739,lost,-0.78,1
10:16:26,JD100,,3.989,DIGITUNDER,3,0.3162,0.0135,0.78,140,3610799719,lost,-0.78,1
10:16:28,JD100,,3.991,DIGITUNDER,3,0.3162,0.0135,0.78,127,3610801419,lost,-0.78,1
10:16:30,JD100,,3.991,DIGITUNDER,3,0.3162,0.0135,0.78,118,3610802439,lost,-0.78,1
10:16:32,JD100,,3.992,DIGITUNDER,3,0.3162,0.0135,0.78,130,3610804119,lost,-0.78,1
10:16:34,JD100,,3.992,DIGITUNDER,3,0.3162,0.0135,0.78,101,3610805079,won,1.45,1
10:16:37,JD100,,3.994,DIGITUNDER,3,0.3162,0.0135,0.78,100,3610806239,won,1.45,1
10:16:39,JD100,,3.994,DIGITUNDER,3,0.3162,0.0135,0.78,96,3610807719,lost,-0.78,1
10:16:41,JD100,,3.993,DIGITUNDER,3,0.3162,0.0135,0.77,99,3610808999,won,1.43,1
10:16:43,JD100,,3.993,DIGITUNDER,3,0.3162,0.0135,0.77,177,3610810159,won,1.43,1
10:16:45,JD100,,3.993,DIGITUNDER,3,0.3162,0.0134,0.77,190,3610812179,lost,-0.77,1
10:16:47,JD100,,3.995,DIGITUNDER,3,0.3162,0.0134,0.77,343,3610815979,lost,-0.77,1
10:16:49,JD100,,3.995,DIGITUNDER,3,0.3162,0.0135,0.77,214,3610819599,lost,-0.77,1
10:16:51,JD100,,3.994,DIGITUNDER,3,0.3162,0.0135,0.77,98,3610820859,won,1.43,1
10:16:53,JD100,,3.992,DIGITUNDER,3,0.3162,0.0134,0.77,135,3610821879,lost,-0.77,1
10:16:55,JD100,,3.994,DIGITUNDER,3,0.3162,0.0134,0.77,87,3610822979,lost,-0.77,1
10:16:57,JD100,,3.993,DIGITUNDER,3,0.3162,0.0135,0.77,107,3610824439,lost,-0.77,1
10:16:59,JD100,,3.994,DIGITUNDER,3,0.3162,0.0134,0.77,146,3610825199,lost,-0.77,1
10:17:01,JD100,,3.994,DIGITUNDER,3,0.3162,0.0134,0.77,111,3610826179,lost,-0.77,1
10:17:03,JD100,,3.994,DIGITUNDER,3,0.3162,0.0135,0.76,111,3610827279,lost,-0.76,1
10:17:05,JD100,,3.997,DIGITUNDER,3,0.3162,0.0134,0.76,116,3610829079,won,1.41,1
10:17:07,JD100,,3.998,DIGITUNDER,3,0.3162,0.0134,0.77,103,3610830099,lost,-0.77,1
10:17:09,JD100,,3.999,DIGITUNDER,3,0.3162,0.0134,0.77,143,3610831299,lost,-0.77,1
10:17:12,JD100,,3.999,DIGITUNDER,3,0.3162,0.0134,0.77,130,3610832519,lost,-0.77,1
10:17:14,JD100,,3.998,DIGITUNDER,3,0.3162,0.0133,0.77,103,3610833659,lost,-0.77,1
10:17:16,JD100,,3.999,DIGITUNDER,3,0.3162,0.0133,0.77,91,3610834439,lost,-0.77,1
10:17:18,JD100,,3.998,DIGITUNDER,3,0.3162,0.0133,0.77,120,3610835339,lost,-0.77,1
10:17:20,JD100,,3.999,DIGITUNDER,3,0.3161,0.0133,0.77,145,3610836539,won,1.43,1
10:17:22,JD100,,4.000,DIGITUNDER,3,0.3162,0.0133,0.77,107,3610837419,lost,-0.77,1
10:17:24,JD100,,4.003,DIGITUNDER,3,0.3162,0.0133,0.77,115,3610838519,lost,-0.77,1
10:17:26,JD100,,4.003,DIGITUNDER,3,0.3162,0.0133,0.77,96,3610840039,lost,-0.77,1
10:17:28,JD100,,4.004,DIGITUNDER,3,0.3162,0.0133,0.77,154,3610840939,lost,-0.77,1
10:17:30,JD100,,4.006,DIGITUNDER,3,0.3162,0.0133,0.77,133,3610842379,won,1.43,1
10:18:51,JD100,,3.991,DIGITOVER,5,0.4226,0.0256,0.70,139,3611049979,lost,-0.7,1
10:18:53,JD100,,3.991,DIGITUNDER,3,0.3159,0.0123,0.70,113,3611051019,lost,-0.7,1
10:18:55,JD100,,3.991,DIGITOVER,6,0.3206,0.0276,0.70,177,3611052299,lost,-0.7,1
10:18:57,JD100,,3.989,DIGITOVER,6,0.3206,0.0275,0.70,130,3611054619,lost,-0.7,1
10:18:59,JD100,,3.993,DIGITUNDER,3,0.3206,0.0275,0.70,104,3611055859,won,1.3,1
10:19:01,JD100,,3.993,DIGITUNDER,4,0.4208,0.0212,0.70,107,3611056759,lost,-0.7,1
10:19:03,JD100,,3.992,DIGITUNDER,6,0.6207,0.0143,0.70,374,3611063479,won,0.38,1
10:19:05,JD100,,3.999,DIGITOVER,5,0.4226,0.0256,0.70,132,3611066679,won,0.86,1
10:19:07,JD100,,3.999,DIGITOVER,6,0.3206,0.0276,0.70,129,3611067619,lost,-0.7,1
10:19:10,JD100,,4.003,DIGITOVER,4,0.5226,0.0205,0.70,152,3611070279,won,0.57,1
10:19:12,JD100,,4.001,DIGITUNDER,3,0.3159,0.0123,0.70,274,3611075139,won,1.3,1
10:19:14,JD100,,3.998,DIGITUNDER,3,0.3159,0.0124,0.70,117,3611076239,lost,-0.7,1
10:19:16,JD100,,3.996,DIGITUNDER,6,0.6208,0.0143,0.70,126,3611078399,won,0.38,1
10:19:18,JD100,,3.996,DIGITUNDER,6,0.6208,0.0143,0.70,272,3611079499,lost,-0.7,1
10:19:20,JD100,,3.998,DIGITOVER,5,0.4226,0.0256,0.70,118,3611081179,lost,-0.7,1
10:19:22,JD100,,3.993,DIGITOVER,4,0.5225,0.0205,0.70,130,3611083059,won,0.57,1
10:19:24,JD100,,3.991,DIGITOVER,6,0.3207,0.0277,0.70,117,3611084079,lost,-0.7,1
10:19:26,JD100,,3.992,DIGITUNDER,6,0.6208,0.0143,0.70,120,3611085599,won,0.38,1
10:19:28,JD100,,3.991,DIGITUNDER,4,0.4208,0.0214,0.70,100,3611086579,lost,-0.7,1
10:19:30,JD100,,3.990,DIGITOVER,4,0.5225,0.0205,0.70,118,3611087959,lost,-0.7,1
10:19:32,JD100,,3.992,DIGITUNDER,3,0.3207,0.0277,0.70,154,3611088899,lost,-0.7,1
10:19:34,JD100,,3.986,DIGITOVER,5,0.4226,0.0256,0.70,137,3611091239,won,0.86,1
10:19:36,JD100,,3.986,DIGITOVER,7,0.2152,0.0152,0.70,102,3611092259,won,2.1,1
10:19:38,JD100,,3.986,DIGITOVER,6,0.3207,0.0277,0.70,119,3611093099,lost,-0.7,1
10:19:41,JD100,,3.988,DIGITOVER,4,0.5226,0.0206,0.70,122,3611095339,lost,-0.7,1
10:19:43,JD100,,3.990,DIGITUNDER,4,0.4208,0.0212,0.70,115,3611096819,won,0.86,1
10:19:45,JD100,,3.997,DIGITUNDER,4,0.4208,0.0212,0.70,158,3611097659,lost,-0.7,1
10:19:47,JD100,,3.997,DIGITOVER,7,0.2152,0.0153,0.70,123,3611098719,lost,-0.7,1
10:19:49,JD100,,3.997,DIGITUNDER,3,0.3206,0.0276,0.70,151,3611100439,lost,-0.7,1
10:19:51,JD100,,3.994,DIGITUNDER,4,0.4208,0.0212,0.70,139,3611102519,lost,-0.7,1
10:19:53,JD100,,3.996,DIGITOVER,4,0.5226,0.0205,0.70,126,3611103699,won,0.57,1
10:19:56,JD100,,3.991,DIGITOVER,7,0.2152,0.0151,0.70,126,3611104739,won,2.1,1
10:19:58,JD100,,3.991,DIGITOVER,6,0.3206,0.0276,0.70,119,3611106119,won,1.3,1
10:20:00,JD100,,3.990,DIGITOVER,5,0.4226,0.0256,0.70,133,3611107139,lost,-0.7,1
10:20:02,JD100,,3.994,DIGITUNDER,3,0.3206,0.0276,0.70,130,3611109399,lost,-0.7,1
10:20:04,JD100,,3.991,DIGITOVER,6,0.3206,0.0276,0.70,179,3611113399,lost,-0.7,1
10:20:06,JD100,,3.992,DIGITUNDER,4,0.4207,0.0212,0.70,146,3611114439,lost,-0.7,1
10:20:08,JD100,,3.996,DIGITUNDER,4,0.4208,0.0212,0.70,123,3611119579,won,0.86,1
10:20:10,JD100,,3.996,DIGITUNDER,3,0.3206,0.0277,0.70,369,3611122519,lost,-0.7,1
10:20:12,JD100,,3.995,DIGITOVER,7,0.2153,0.0155,0.70,129,3611123719,lost,-0.7,1
10:20:14,JD100,,3.995,DIGITOVER,5,0.4226,0.0256,0.70,123,3611124979,won,0.86,1
10:20:16,JD100,,3.992,DIGITOVER,6,0.3206,0.0277,0.70,142,3611126019,won,1.3,1
10:20:18,JD100,,3.992,DIGITOVER,6,0.3207,0.0277,0.70,111,3611127099,lost,-0.7,1
10:20:20,JD100,,3.992,DIGITOVER,7,0.2153,0.0155,0.70,121,3611128999,lost,-0.7,1
10:20:23,JD100,,3.990,DIGITUNDER,3,0.3206,0.0276,0.70,93,3611129779,lost,-0.7,1
10:20:25,JD100,,3.990,DIGITUNDER,6,0.6208,0.0144,0.70,136,3611131599,won,0.38,1
10:20:27,JD100,,3.987,DIGITUNDER,6,0.6208,0.0144,0.69,141,3611132619,lost,-0.69,1
10:20:30,JD100,,3.989,DIGITOVER,7,0.2153,0.0155,0.69,107,3611133679,lost,-0.69,1
10:20:32,JD100,,3.992,DIGITOVER,4,0.5225,0.0205,0.70,124,3611135539,won,0.57,1
10:20:34,JD100,,3.990,DIGITOVER,4,0.5226,0.0206,0.70,125,3611137699,lost,-0.7,1
10:20:36,JD100,,3.991,DIGITUNDER,6,0.6208,0.0144,0.70,127,3611138719,won,0.38,1
10:20:38,JD100,,3.991,DIGITUNDER,6,0.6208,0.0144,0.70,104,3611139879,lost,-0.7,1
10:20:40,JD100,,3.993,DIGITOVER,6,0.3206,0.0277,0.70,284,3611143079,lost,-0.7,1
10:20:42,JD100,,3.992,DIGITUNDER,3,0.3206,0.0276,0.70,145,3611145259,won,1.3,1
10:20:44,JD100,,3.992,DIGITUNDER,4,0.4208,0.0213,0.70,155,3611146959,won,0.86,1
10:20:46,JD100,,3.992,DIGITUNDER,4,0.4208,0.0213,0.70,184,3611148439,lost,-0.7,1
10:20:48,JD100,,3.992,DIGITOVER,7,0.2153,0.0156,0.70,177,3611150099,lost,-0.7,1
10:20:51,JD100,,3.992,DIGITUNDER,3,0.3159,0.0123,0.70,134,3611151019,lost,-0.7,1
10:20:53,JD100,,3.991,DIGITOVER,6,0.3207,0.0277,0.70,98,3611152159,won,1.3,1
10:20:55,JD100,,3.988,DIGITOVER,6,0.3207,0.0278,0.70,127,3611152819,lost,-0.7,1
10:20:57,JD100,,3.986,DIGITUNDER,4,0.4208,0.0214,0.70,88,3611154339,lost,-0.7,1
10:20:59,JD100,,3.987,DIGITOVER,5,0.4226,0.0256,0.70,132,3611155099,lost,-0.7,1
10:21:01,JD100,,3.981,DIGITOVER,6,0.3207,0.0277,0.70,117,3611157359,won,1.3,1
10:21:03,JD100,,3.981,DIGITOVER,7,0.2153,0.0155,0.70,112,3611158879,lost,-0.7,1
10:21:05,JD100,,3.981,DIGITUNDER,4,0.4208,0.0213,0.70,118,3611160079,lost,-0.7,1
10:21:07,JD100,,3.982,DIGITOVER,6,0.3207,0.0277,0.70,137,3611161099,won,1.3,1
10:21:09,JD100,,3.981,DIGITOVER,6,0.3207,0.0278,0.70,98,3611161879,lost,-0.7,1
10:21:11,JD100,,3.980,DIGITUNDER,6,0.6208,0.0144,0.70,135,3611163919,won,0.38,1
10:21:13,JD100,,3.979,DIGITUNDER,6,0.6208,0.0144,0.70,99,3611164899,lost,-0.7,1
10:21:15,JD100,,3.973,DIGITOVER,7,0.2153,0.0157,0.70,139,3611165919,lost,-0.7,1
10:21:17,JD100,,3.974,DIGITUNDER,3,0.3207,0.0278,0.70,121,3611167399,lost,-0.7,1
10:21:20,JD100,,3.974,DIGITUNDER,4,0.4208,0.0213,0.70,115,3611169679,lost,-0.7,1
10:21:22,JD100,,3.968,DIGITUNDER,4,0.4208,0.0213,0.70,127,3611179919,lost,-0.7,1
10:21:24,JD100,,3.968,DIGITOVER,7,0.2153,0.0157,0.70,117,3611180639,lost,-0.7,1
10:21:26,JD100,,3.967,DIGITUNDER,3,0.3159,0.0124,0.70,113,3611181899,lost,-0.7,1
10:21:29,JD100,,3.969,DIGITOVER,5,0.4226,0.0256,0.70,110,3611182779,lost,-0.7,1
10:21:31,JD100,,3.968,DIGITUNDER,4,0.4208,0.0213,0.69,108,3611184619,lost,-0.69,1
10:21:33,JD100,,3.968,DIGITOVER,7,0.2153,0.0156,0.69,130,3611185699,won,2.07,1
10:21:35,JD100,,3.967,DIGITOVER,6,0.3207,0.0278,0.69,126,3611186839,won,1.28,1
10:21:37,JD100,,3.967,DIGITOVER,7,0.2153,0.0157,0.69,128,3611188039,lost,-0.69,1
10:21:39,JD100,,3.966,DIGITOVER,4,0.5225,0.0204,0.69,127,3611188679,won,0.56,1
10:21:41,JD100,,3.966,DIGITOVER,7,0.2153,0.0156,0.69,119,3611189919,lost,-0.69,1
10:21:43,JD100,,3.966,DIGITUNDER,3,0.3207,0.0277,0.69,134,3611190659,lost,-0.69,1
10:21:45,JD100,,3.964,DIGITOVER,4,0.5225,0.0205,0.69,132,3611196259,lost,-0.69,1
10:21:47,JD100,,3.964,DIGITUNDER,3,0.3207,0.0278,0.69,115,3611196939,lost,-0.69,1
10:21:49,JD100,,3.964,DIGITOVER,6,0.3207,0.0278,0.69,120,3611198059,lost,-0.69,1
10:21:51,JD100,,3.963,DIGITOVER,4,0.5225,0.0204,0.69,101,3611198839,lost,-0.69,1
